AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,OREB,PF,PLUS_MINUS,PTS,REB,STL,TOV,HOME,CLASS
-5.0,-4.0,-4.0,6.0,5.0,0.08399999999999996,11.0,-1.0,-0.07600000000000001,-10.0,-9.0,-0.07800000000000007,-2.0,1.0,-12.0,-6.0,-6.0,5.0,-4.0,1.0,1
-11.0,-1.0,-7.0,15.0,-3.0,-0.478,8.0,-12.0,-0.177,7.0,6.0,0.009000000000000008,10.0,-5.0,-42.0,-21.0,3.0,-5.0,6.0,1.0,1
12.0,-8.0,-1.0,-7.0,2.0,0.15400000000000003,4.0,-1.0,-0.031000000000000028,6.0,6.0,0.08500000000000008,3.0,-7.0,12.0,6.0,2.0,0.0,-3.0,1.0,-1
7.0,0.0,-1.0,1.0,2.0,0.07699999999999999,2.0,5.0,0.04799999999999999,-5.0,0.0,0.27,-7.0,-2.0,24.0,12.0,-8.0,7.0,-7.0,1.0,1
-2.0,3.0,7.0,-6.0,-2.0,-0.010000000000000009,-4.0,4.0,0.067,1.0,5.0,0.16500000000000004,-4.0,1.0,22.0,11.0,3.0,3.0,0.0,1.0,1
1.0,-6.0,9.0,-18.0,-5.0,0.055999999999999994,0.0,10.0,0.11100000000000004,-13.0,-6.0,0.28,0.0,4.0,18.0,9.0,9.0,-7.0,4.0,1.0,1
-11.0,-6.0,-22.0,-2.0,-8.0,-0.31,12.0,-17.0,-0.241,-10.0,-8.0,-0.03300000000000003,1.0,9.0,-100.0,-50.0,-21.0,0.0,-2.0,1.0,1
0.0,2.0,8.0,-17.0,0.0,0.236,0.0,0.0,0.0,5.0,8.0,0.32399999999999995,7.0,-1.0,16.0,8.0,15.0,-4.0,4.0,1.0,1
0.0,-4.0,-11.0,7.0,0.0,-0.14199999999999996,-1.0,-3.0,-0.027000000000000024,-15.0,-19.0,-0.582,-8.0,8.0,-50.0,-25.0,-19.0,-1.0,3.0,1.0,1
3.0,-4.0,-4.0,4.0,1.0,-0.008000000000000007,17.0,-1.0,-0.09000000000000002,-2.0,-5.0,-0.15600000000000003,13.0,2.0,-12.0,-6.0,9.0,4.0,-1.0,1.0,1
3.0,3.0,5.0,-6.0,-6.0,-0.14600000000000002,-21.0,-1.0,0.09399999999999997,6.0,6.0,0.11099999999999999,-16.0,-8.0,-4.0,-2.0,-11.0,-2.0,6.0,1.0,1
-6.0,0.0,13.0,-11.0,-7.0,-0.13599999999999995,2.0,3.0,0.022999999999999965,14.0,17.0,0.256,6.0,-6.0,32.0,16.0,19.0,5.0,-4.0,1.0,1
2.0,3.0,3.0,-7.0,2.0,0.18599999999999997,2.0,6.0,0.065,-1.0,-3.0,-0.07399999999999995,2.0,2.0,22.0,11.0,5.0,-1.0,1.0,1.0,1
-5.0,-7.0,-4.0,3.0,4.0,0.09799999999999998,-3.0,-5.0,-0.04199999999999998,-1.0,-2.0,-0.08299999999999996,0.0,5.0,-16.0,-8.0,-4.0,-4.0,6.0,1.0,1
12.0,3.0,9.0,-6.0,1.0,0.11899999999999997,-1.0,7.0,0.08700000000000002,-7.0,-4.0,0.05500000000000005,0.0,-5.0,22.0,11.0,9.0,-4.0,4.0,1.0,1
1.0,2.0,8.0,10.0,8.0,0.133,-18.0,-5.0,0.03899999999999998,10.0,5.0,-0.08600000000000008,-3.0,-3.0,6.0,3.0,5.0,-7.0,6.0,1.0,-1
-5.0,-1.0,-3.0,-13.0,-9.0,-0.174,-4.0,-7.0,-0.056999999999999995,8.0,8.0,0.06799999999999995,-1.0,-10.0,-30.0,-15.0,-4.0,-5.0,2.0,1.0,1
-1.0,0.0,15.0,-2.0,-4.0,-0.15799999999999997,2.0,7.0,0.07100000000000001,-21.0,-12.0,0.10699999999999998,4.0,15.0,-4.0,-2.0,19.0,-6.0,12.0,1.0,-1
7.0,0.0,11.0,6.0,2.0,-0.026000000000000023,-9.0,5.0,0.121,-3.0,-3.0,-0.02100000000000002,-2.0,-4.0,18.0,9.0,9.0,-3.0,6.0,1.0,1
6.0,-2.0,7.0,1.0,-1.0,-0.044999999999999984,4.0,7.0,0.066,-6.0,0.0,0.16600000000000004,-2.0,5.0,26.0,13.0,5.0,3.0,-3.0,1.0,1
2.0,4.0,-1.0,-7.0,-3.0,-0.015000000000000013,3.0,-5.0,-0.08100000000000002,6.0,3.0,-0.05800000000000005,7.0,1.0,-20.0,-10.0,6.0,-3.0,1.0,1.0,1
-1.0,0.0,0.0,-2.0,-3.0,-0.08400000000000002,5.0,0.0,-0.02699999999999997,-1.0,-1.0,-0.008000000000000007,1.0,0.0,-8.0,-4.0,1.0,2.0,-5.0,1.0,-1
8.0,2.0,3.0,-1.0,4.0,0.12,10.0,10.0,0.07700000000000001,-7.0,-7.0,-0.08099999999999996,8.0,0.0,34.0,17.0,11.0,2.0,-1.0,1.0,1
5.0,2.0,12.0,6.0,4.0,0.12200000000000003,-14.0,-2.0,0.04299999999999998,13.0,8.0,-0.06599999999999995,0.0,-1.0,16.0,8.0,12.0,-12.0,12.0,1.0,-1
-3.0,0.0,-4.0,5.0,2.0,0.03900000000000001,-2.0,-5.0,-0.05099999999999999,4.0,6.0,0.10699999999999998,-2.0,-4.0,-4.0,-2.0,-6.0,1.0,0.0,1.0,1
-4.0,-3.0,1.0,1.0,-3.0,-0.11900000000000002,-1.0,4.0,0.055999999999999994,10.0,1.0,-0.2290000000000001,2.0,-7.0,12.0,6.0,3.0,-1.0,-3.0,1.0,1
-14.0,-7.0,0.0,-4.0,0.0,0.064,-14.0,-7.0,-0.014000000000000012,0.0,1.0,0.07699999999999996,-8.0,5.0,-26.0,-13.0,-8.0,-5.0,6.0,1.0,1
-4.0,-2.0,-4.0,6.0,0.0,-0.08099999999999996,1.0,-1.0,-0.017000000000000015,-14.0,-16.0,-0.30200000000000005,2.0,1.0,-36.0,-18.0,-2.0,-8.0,7.0,1.0,1
9.0,-5.0,15.0,-7.0,-5.0,-0.275,-3.0,8.0,0.10799999999999998,9.0,6.0,-0.10699999999999998,0.0,-5.0,34.0,17.0,15.0,1.0,4.0,1.0,1
6.0,-6.0,-9.0,0.0,-1.0,-0.040000000000000036,2.0,3.0,0.02899999999999997,-2.0,-3.0,-0.051999999999999935,-3.0,-5.0,4.0,2.0,-12.0,1.0,-8.0,1.0,1
-2.0,2.0,4.0,10.0,11.0,0.369,-12.0,1.0,0.07600000000000001,-4.0,-4.0,-0.04600000000000004,-11.0,3.0,18.0,9.0,-7.0,-3.0,4.0,1.0,1
-1.0,1.0,6.0,17.0,11.0,0.125,5.0,0.0,-0.029000000000000026,3.0,5.0,0.10199999999999998,5.0,-5.0,32.0,16.0,11.0,1.0,-2.0,1.0,1
-6.0,-1.0,11.0,16.0,9.0,0.18299999999999997,-8.0,-8.0,-0.050000000000000044,-4.0,2.0,0.18500000000000005,6.0,6.0,-10.0,-5.0,17.0,-8.0,12.0,1.0,1
-2.0,3.0,8.0,-9.0,-1.0,0.09599999999999997,-6.0,3.0,0.064,1.0,5.0,0.16099999999999992,0.0,-4.0,20.0,10.0,8.0,1.0,5.0,1.0,1
1.0,-1.0,2.0,9.0,2.0,-0.03999999999999998,5.0,-1.0,-0.04300000000000004,-4.0,-6.0,-0.09199999999999997,1.0,3.0,-12.0,-6.0,3.0,0.0,-2.0,1.0,1
4.0,2.0,3.0,-6.0,0.0,0.05400000000000002,4.0,6.0,0.04999999999999999,-18.0,-16.0,-0.138,1.0,10.0,-8.0,-4.0,4.0,-5.0,3.0,1.0,-1
-9.0,-5.0,-12.0,-14.0,-6.0,-0.05299999999999999,-1.0,-6.0,-0.069,-5.0,-5.0,-0.03599999999999992,-5.0,-3.0,-46.0,-23.0,-17.0,-3.0,-2.0,1.0,1
-1.0,-3.0,-1.0,4.0,2.0,0.019999999999999962,3.0,3.0,0.020000000000000018,-5.0,-3.0,0.039000000000000035,-3.0,6.0,10.0,5.0,-4.0,3.0,0.0,1.0,1
3.0,-3.0,-8.0,16.0,6.0,-0.007000000000000006,18.0,1.0,-0.08200000000000002,-6.0,-5.0,-0.0050000000000000044,10.0,5.0,6.0,3.0,2.0,8.0,-6.0,1.0,1
-4.0,-2.0,16.0,-19.0,-11.0,-0.319,-12.0,0.0,0.07600000000000001,10.0,6.0,-0.04400000000000004,1.0,-5.0,-10.0,-5.0,17.0,-8.0,10.0,1.0,-1
-5.0,0.0,-5.0,5.0,-2.0,-0.21100000000000002,5.0,-4.0,-0.07200000000000001,9.0,4.0,-0.134,7.0,-2.0,-12.0,-6.0,2.0,2.0,0.0,1.0,1
-2.0,2.0,5.0,10.0,7.0,0.16699999999999998,-3.0,1.0,0.031000000000000028,-4.0,-6.0,-0.133,0.0,-1.0,6.0,3.0,5.0,-10.0,7.0,1.0,1
-8.0,0.0,-6.0,-2.0,-2.0,-0.044999999999999984,1.0,-7.0,-0.09399999999999997,-4.0,2.0,0.16100000000000003,0.0,0.0,-28.0,-14.0,-6.0,0.0,1.0,1.0,1
9.0,-7.0,5.0,-5.0,2.0,0.21700000000000003,-5.0,3.0,0.06,-8.0,-6.0,-0.03300000000000003,-8.0,2.0,4.0,2.0,-3.0,1.0,-2.0,1.0,1
-4.0,1.0,-13.0,-12.0,-6.0,-0.07500000000000001,0.0,-5.0,-0.063,7.0,11.0,0.14300000000000002,-9.0,-2.0,-10.0,-5.0,-22.0,7.0,-10.0,1.0,1
2.0,3.0,-18.0,6.0,5.0,0.09200000000000003,-1.0,-1.0,-0.0050000000000000044,-1.0,0.0,0.026000000000000023,-12.0,1.0,6.0,3.0,-30.0,9.0,-12.0,1.0,-1
3.0,-5.0,-3.0,18.0,5.0,-0.18299999999999994,10.0,-1.0,-0.067,12.0,8.0,0.0,5.0,-5.0,22.0,11.0,2.0,10.0,-10.0,1.0,-1
5.0,0.0,6.0,-6.0,0.0,0.10099999999999998,-8.0,2.0,0.07,6.0,6.0,0.05900000000000005,-2.0,-6.0,20.0,10.0,4.0,-1.0,0.0,1.0,1
-3.0,-2.0,-1.0,16.0,2.0,-0.101,8.0,-5.0,-0.10099999999999998,-3.0,-3.0,-0.030000000000000027,6.0,3.0,-22.0,-11.0,5.0,-4.0,2.0,1.0,1
6.0,1.0,2.0,-12.0,-5.0,-0.03699999999999998,0.0,3.0,0.035999999999999976,4.0,1.0,-0.07899999999999996,0.0,-3.0,4.0,2.0,2.0,0.0,-3.0,1.0,1
2.0,1.0,10.0,-7.0,-1.0,0.09999999999999998,7.0,10.0,0.07400000000000001,-5.0,-5.0,-0.03400000000000003,6.0,4.0,28.0,14.0,16.0,-5.0,1.0,1.0,1
2.0,-2.0,-4.0,7.0,3.0,0.02699999999999997,14.0,0.0,-0.062,-12.0,-11.0,-0.03399999999999992,9.0,7.0,-16.0,-8.0,5.0,-1.0,0.0,1.0,-1
-12.0,-7.0,-1.0,-11.0,-5.0,-0.063,11.0,-3.0,-0.08200000000000002,-3.0,-1.0,0.08000000000000007,12.0,0.0,-24.0,-12.0,11.0,1.0,5.0,1.0,1
-7.0,0.0,-8.0,-5.0,-10.0,-0.292,5.0,-5.0,-0.08300000000000002,12.0,4.0,-0.23199999999999998,4.0,-5.0,-32.0,-16.0,-4.0,2.0,-3.0,1.0,1
0.0,-6.0,0.0,-9.0,-9.0,-0.248,-2.0,-4.0,-0.03700000000000003,9.0,10.0,0.13,4.0,-2.0,-14.0,-7.0,4.0,-1.0,2.0,1.0,1
-6.0,5.0,0.0,6.0,1.0,-0.04299999999999998,-4.0,-3.0,-0.013000000000000012,11.0,12.0,0.09800000000000009,2.0,4.0,14.0,7.0,2.0,3.0,0.0,1.0,-1
-1.0,4.0,14.0,-10.0,-4.0,-0.05299999999999999,-9.0,6.0,0.121,9.0,-1.0,-0.262,0.0,1.0,14.0,7.0,14.0,2.0,2.0,1.0,1
-3.0,-2.0,-8.0,-4.0,1.0,0.07800000000000001,-3.0,-3.0,-0.019000000000000017,-16.0,-11.0,0.05699999999999994,-9.0,3.0,-32.0,-16.0,-17.0,-1.0,3.0,1.0,1
2.0,0.0,10.0,-10.0,-4.0,0.010000000000000009,-10.0,0.0,0.05499999999999999,6.0,6.0,0.038000000000000034,-5.0,-1.0,4.0,2.0,5.0,-2.0,2.0,1.0,-1
-1.0,-2.0,-10.0,0.0,-3.0,-0.11499999999999999,-4.0,-7.0,-0.06,6.0,3.0,-0.10699999999999998,-4.0,-5.0,-28.0,-14.0,-14.0,3.0,-1.0,1.0,1
2.0,-2.0,-17.0,0.0,-3.0,-0.131,8.0,-8.0,-0.14399999999999996,-8.0,-12.0,-0.32900000000000007,3.0,4.0,-62.0,-31.0,-14.0,1.0,-3.0,1.0,1
-7.0,-5.0,-10.0,2.0,-5.0,-0.18999999999999997,19.0,1.0,-0.08100000000000002,0.0,0.0,0.0,15.0,1.0,-6.0,-3.0,5.0,-2.0,-1.0,1.0,-1
0.0,-3.0,-7.0,-9.0,-2.0,0.055999999999999994,6.0,2.0,-0.006000000000000005,-2.0,-7.0,-0.21199999999999997,-1.0,0.0,-10.0,-5.0,-8.0,4.0,-4.0,1.0,-1
-5.0,2.0,-2.0,-2.0,-4.0,-0.13300000000000006,-12.0,-8.0,-0.02300000000000002,14.0,2.0,-0.34099999999999997,0.0,-2.0,-36.0,-18.0,-2.0,-2.0,5.0,1.0,1
-6.0,-2.0,-9.0,1.0,-3.0,-0.138,18.0,-4.0,-0.14,-6.0,-5.0,0.0020000000000000018,8.0,4.0,-32.0,-16.0,-1.0,5.0,-10.0,1.0,1
-6.0,-4.0,-4.0,-18.0,-3.0,0.14400000000000002,-3.0,3.0,0.05600000000000005,-12.0,-12.0,-0.119,-7.0,7.0,-18.0,-9.0,-11.0,2.0,-1.0,1.0,-1
7.0,3.0,1.0,12.0,5.0,0.0050000000000000044,-8.0,6.0,0.11200000000000004,10.0,4.0,-0.235,-3.0,-5.0,42.0,21.0,-2.0,3.0,-2.0,1.0,1
-11.0,2.0,-4.0,2.0,-2.0,-0.127,9.0,-4.0,-0.09000000000000002,-1.0,-2.0,-0.06899999999999995,8.0,-3.0,-24.0,-12.0,4.0,-2.0,4.0,1.0,1
4.0,-4.0,1.0,2.0,5.0,0.12199999999999997,1.0,-1.0,-0.016000000000000014,-12.0,-7.0,0.09999999999999998,0.0,10.0,-8.0,-4.0,1.0,-1.0,4.0,1.0,1
2.0,-2.0,-9.0,-4.0,-2.0,-0.04899999999999999,3.0,1.0,-0.006000000000000005,-1.0,-7.0,-0.262,2.0,3.0,-14.0,-7.0,-7.0,3.0,-2.0,1.0,-1
0.0,3.0,-5.0,10.0,2.0,-0.08700000000000002,8.0,5.0,0.01699999999999996,-6.0,-7.0,-0.07899999999999996,-3.0,-3.0,10.0,5.0,-8.0,3.0,-8.0,1.0,1
5.0,4.0,8.0,3.0,-4.0,-0.28,1.0,10.0,0.10899999999999999,-3.0,-2.0,0.014999999999999902,3.0,-3.0,28.0,14.0,11.0,-2.0,0.0,1.0,1
5.0,5.0,4.0,5.0,1.0,-0.034999999999999976,5.0,7.0,0.05499999999999999,-6.0,-10.0,-0.20799999999999996,3.0,0.0,10.0,5.0,7.0,5.0,-1.0,1.0,1
-4.0,-6.0,-1.0,-8.0,-3.0,0.007000000000000006,14.0,9.0,0.03799999999999998,-15.0,-9.0,0.13,1.0,9.0,12.0,6.0,0.0,2.0,-4.0,1.0,1
