,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20160410/BKNIND,2016-04-10T00:00:00,0021501199,6.0,3.0,Final,1610612754.0,,,,,,     ,4.0,Q4       - ,,,,,2015,,,,,,1610612751.0,1.0
0,,,,,,,,,,0.0,0.0,00,,,,,10.0,23.0,38.0,,,BKN,Brooklyn,1610612751.0,0.0,,
1,,,,,,,,,,42.0,0.0,00,,,,,12.0,13.0,64.0,,,IND,Indiana,1610612754.0,0.0,,
0,,2016-04-10T00:00:00,0021501199,,,,1610612754.0,1.0,3.0,,,,,,,,,,,,Indiana,,,,,1610612751.0,
