,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20160219/GSWPOR,2016-02-19T00:00:00,0021500815,11.0,3.0,Final,1610612757.0,,,,,,     ,4.0,Q4       - ,,,,,2015,,,,,,1610612744.0,1.0
0,,,,,,,,,,2.0,5.0,00,,,,,15.0,8.0,38.0,,,GSW,Golden State,1610612744.0,4.0,,
1,,,,,,,,,,38.0,5.0,00,,,,,11.0,14.0,48.0,,,POR,Portland,1610612757.0,4.0,,
0,,2016-02-19T00:00:00,0021500815,,,,1610612757.0,3.0,1.0,,,,,,,,,,,,Golden State,,,,,1610612744.0,
