,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20151218/DETCHI,2015-12-18T00:00:00,0021500391,6.0,3.0,Final,1610612741.0,,,,,,     ,8.0,Q8       - ,,,,,2015,,,,,,1610612765.0,1.0
0,,,,,,,,,,7.0,16.0,00,,,,,17.0,17.0,64.0,,,CHI,Chicago,1610612741.0,16.0,,
1,,,,,,,,,,8.0,16.0,00,,,,,20.0,7.0,68.0,,,DET,Detroit,1610612765.0,16.0,,
0,,2015-12-18T00:00:00,0021500391,,,,1610612741.0,3.0,1.0,,,,,,,,,,,,Detroit,,,,,1610612765.0,
