,AST,CFGA,CFGM,CFG_PCT,COMMENT,DFGA,DFGM,DFG_PCT,DIST,DRBC,FG_PCT,FTAST,GAME_ID,MIN,ORBC,PASS,PLAYER_ID,PLAYER_NAME,RBC,SAST,SPD,START_POSITION,TCHS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,UFGA,UFGM,UFG_PCT
0,2,9,4,0.444,,8,5,0.625,3.87,15,0.412,1,0021500391,57:17,4,57,202694,Marcus Morris,19,0,4.05,F,83,DET,Detroit,1610612765,8,3,0.375
1,4,6,3,0.5,,15,7,0.467,3.61,19,0.353,0,0021500391,53:57,8,59,101141,Ersan Ilyasova,27,0,4.02,F,83,DET,Detroit,1610612765,11,3,0.273
2,3,21,12,0.571,,9,4,0.444,3.54,15,0.56,1,0021500391,54:12,15,48,203083,Andre Drummond,30,2,3.92,C,80,DET,Detroit,1610612765,4,2,0.5
3,3,8,3,0.375,,2,1,0.5,3.29,8,0.389,0,0021500391,48:45,1,36,203484,Kentavious Caldwell-Pope,9,0,4.04,G,57,DET,Detroit,1610612765,10,4,0.4
4,13,18,10,0.556,,2,2,1.0,3.22,9,0.444,1,0021500391,49:30,3,75,202704,Reggie Jackson,12,3,3.9,G,110,DET,Detroit,1610612765,9,2,0.222
5,2,2,1,0.5,,1,1,1.0,1.38,4,0.6,2,0021500391,19:22,1,35,2581,Steve Blake,5,1,4.27,,48,DET,Detroit,1610612765,3,2,0.667
6,1,7,4,0.571,,0,0,0.0,2.11,10,0.545,1,0021500391,30:24,3,19,1626169,Stanley Johnson,13,0,4.16,,39,DET,Detroit,1610612765,4,2,0.5
7,0,3,1,0.333,,1,1,1.0,0.9,1,0.25,0,0021500391,12:58,1,13,201229,Anthony Tolliver,2,0,4.17,,17,DET,Detroit,1610612765,1,0,0.0
8,0,0,0,0.0,,3,2,0.667,0.94,10,0.0,0,0021500391,13:35,3,4,201202,Joel Anthony,13,0,4.14,,6,DET,Detroit,1610612765,0,0,0.0
9,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500391,0:00,0,0,203382,Aron Baynes,0,0,0.0,,0,DET,Detroit,1610612765,0,0,0.0
10,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500391,0:00,0,0,203493,Reggie Bullock,0,0,0.0,,0,DET,Detroit,1610612765,0,0,0.0
11,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500391,0:00,0,0,203915,Spencer Dinwiddie,0,0,0.0,,0,DET,Detroit,1610612765,0,0,0.0
12,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500391,0:00,0,0,1626199,Darrun Hilliard,0,0,0.0,,0,DET,Detroit,1610612765,0,0,0.0
13,0,2,0,0.0,,2,1,0.5,2.5,4,0.143,0,0021500391,38:11,1,15,203503,Tony Snell,5,0,3.93,F,27,CHI,Chicago,1610612741,5,1,0.2
14,0,5,3,0.6,,3,1,0.333,2.97,13,0.571,0,0021500391,44:06,13,33,201959,Taj Gibson,26,1,4.05,F,45,CHI,Chicago,1610612741,2,1,0.5
15,5,11,6,0.545,,18,10,0.556,3.07,19,0.435,2,0021500391,48:03,8,78,2200,Pau Gasol,27,0,3.83,C,113,CHI,Chicago,1610612741,12,4,0.333
16,2,23,12,0.522,,7,4,0.571,3.77,12,0.483,0,0021500391,55:33,10,50,202710,Jimmy Butler,22,1,4.07,G,89,CHI,Chicago,1610612741,6,2,0.333
17,8,21,12,0.571,,4,3,0.75,3.59,6,0.412,5,0021500391,54:13,2,86,201565,Derrick Rose,8,1,3.97,G,126,CHI,Chicago,1610612741,13,2,0.154
18,0,2,1,0.5,,2,2,1.0,1.68,2,0.333,0,0021500391,22:19,0,9,203926,Doug McDermott,2,0,4.49,,12,CHI,Chicago,1610612741,1,0,0.0
19,4,5,3,0.6,,4,3,0.75,1.72,12,0.6,0,0021500391,25:40,14,51,201149,Joakim Noah,26,0,4.02,,63,CHI,Chicago,1610612741,0,0,0.0
20,0,3,0,0.0,,0,0,0.0,1.64,7,0.167,0,0021500391,23:56,2,25,202703,Nikola Mirotic,9,0,4.09,,33,CHI,Chicago,1610612741,3,1,0.333
21,2,3,1,0.333,,0,0,0.0,0.75,1,0.333,0,0021500391,11:30,1,22,201166,Aaron Brooks,2,2,3.92,,26,CHI,Chicago,1610612741,0,0,0.0
22,0,0,0,0.0,,0,0,0.0,0.24,0,0.5,0,0021500391,3:21,0,0,202734,E'Twaun Moore,0,0,4.3,,2,CHI,Chicago,1610612741,2,1,0.5
23,0,0,0,0.0,,0,0,0.0,0.95,1,0.0,0,0021500391,13:08,0,5,2550,Kirk Hinrich,1,0,4.33,,7,CHI,Chicago,1610612741,1,0,0.0
24,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500391,0:00,0,0,203946,Cameron Bairstow,0,0,0.0,,0,CHI,Chicago,1610612741,0,0,0.0
25,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500391,0:00,0,0,1626171,Bobby Portis,0,0,0.0,,0,CHI,Chicago,1610612741,0,0,0.0
