,AST,BLK,BLKA,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GROUP_ID,GROUP_NAME,GROUP_SET,GROUP_VALUE,L,MIN,OREB,PF,PFD,PLUS_MINUS,PTS,REB,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,W,W_PCT
21,4.05276,3.03957,-3.03957,3.03957,10.1319,4.05276,0.017,-9.11871,-6.07914,-0.03,9.11871,8.10552,0.06,8,201933 - 201599 - 101108 - 1718 - 200755,"Griffin,Blake - Jordan,DeAndre - Paul,Chris - Pierce,Paul - Redick,JJ",Lineups,,3,36.95,-5.06595,-10.1319,10.1319,0.0,0.0,-2.02638,-4.05276,,,,1.01319,5,0.625
22,6.07914,2.02638,-2.02638,-3.03957,11.14509,4.05276,0.061,12.15828,5.06595,-0.014,-22.29018,-21.27699,-0.186,9,202332 - 2037 - 202325 - 203143 - 202362,"Aldrich,Cole - Crawford,Jamal - Johnson,Wesley - Prigioni,Pablo - Stephenson,Lance",Lineups,,4,36.49,2.02638,19.25061,-19.25061,-7.09233,-7.09233,-1.01319,6.07914,,,,-2.02638,5,0.556
23,8.10552,1.01319,-1.01319,-1.01319,-6.07914,0.0,0.16,1.01319,3.03957,0.043,-7.09233,-5.06595,-0.058,7,2037 - 201933 - 201599 - 1718 - 203085,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Pierce,Paul - Rivers,Austin",Lineups,,2,35.485,-3.03957,3.03957,-3.03957,1.01319,1.01319,-4.05276,0.0,,,,0.0,5,0.714
24,-5.06595,4.05276,-4.05276,1.01319,4.05276,3.03957,0.13,-1.01319,-2.02638,-0.03,-2.02638,-2.02638,-0.037,5,202332 - 2037 - 201145 - 202325 - 203143,"Aldrich,Cole - Crawford,Jamal - Green,Jeff - Johnson,Wesley - Prigioni,Pablo",Lineups,,3,33.6166666667,-1.01319,6.07914,-6.07914,-3.03957,-3.03957,0.0,-2.02638,,,,0.0,2,0.4
25,2.02638,4.05276,-4.05276,-8.10552,-2.02638,-2.02638,-0.162,7.09233,-1.01319,-0.078,1.01319,4.05276,0.178,11,2037 - 201933 - 202325 - 201599 - 101108,"Crawford,Jamal - Griffin,Blake - Johnson,Wesley - Jordan,DeAndre - Paul,Chris",Lineups,,5,32.9316666667,-1.01319,-6.07914,6.07914,0.0,0.0,-9.11871,4.05276,,,,-8.10552,6,0.545
26,3.03957,-1.01319,1.01319,5.06595,1.01319,3.03957,0.119,5.06595,6.07914,0.067,6.07914,5.06595,0.05,5,202332 - 201601 - 101108 - 1718 - 200755,"Aldrich,Cole - Mbah a Moute,Luc - Paul,Chris - Pierce,Paul - Redick,JJ",Lineups,,1,30.1616666667,4.05276,-1.01319,1.01319,20.2638,20.2638,9.11871,3.03957,,,,-5.06595,4,0.8
27,0.0,2.02638,-2.02638,-4.05276,-8.10552,-2.02638,-0.013,3.03957,-4.05276,-0.097,1.01319,-1.01319,-0.159,3,201933 - 201599 - 200755 - 203085 - 202362,"Griffin,Blake - Jordan,DeAndre - Redick,JJ - Rivers,Austin - Stephenson,Lance",Lineups,,2,29.3666666667,6.07914,0.0,0.0,-11.14509,-11.14509,2.02638,-1.01319,,,,0.0,1,0.333
28,2.02638,6.07914,-6.07914,6.07914,-1.01319,2.02638,0.15,-10.1319,2.02638,0.132,-5.06595,-1.01319,0.167,7,202332 - 2037 - 203143 - 203085 - 202362,"Aldrich,Cole - Crawford,Jamal - Prigioni,Pablo - Rivers,Austin - Stephenson,Lance",Lineups,,2,29.1833333333,-9.11871,8.10552,-8.10552,5.06595,5.06595,-3.03957,-2.02638,,,,3.03957,5,0.714
29,-4.05276,1.01319,-1.01319,-9.11871,9.11871,-2.02638,-0.343,21.27699,4.05276,-0.104,-1.01319,1.01319,0.178,2,2037 - 202325 - 203143 - 203085 - 2746,"Crawford,Jamal - Johnson,Wesley - Prigioni,Pablo - Rivers,Austin - Smith,Josh",Lineups,,1,27.0166666667,5.06595,2.02638,-2.02638,7.09233,7.09233,-4.05276,8.10552,,,,-13.17147,1,0.5
30,5.06595,-3.03957,3.03957,-2.02638,2.02638,-2.02638,-0.214,1.01319,0.0,-0.01,4.05276,1.01319,-0.104,4,2037 - 201933 - 201599 - 201601 - 203085,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Mbah a Moute,Luc - Rivers,Austin",Lineups,,1,26.85,-2.02638,2.02638,-2.02638,-1.01319,-1.01319,-4.05276,-4.05276,,,,-1.01319,3,0.75
