,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20160118/HOULAC,2016-01-18T00:00:00,0021500624,10.0,3.0,Final,1610612746.0,,,,,,     ,5.0,Q5       - TNT,TNT,,,,2015,,,,,,1610612745.0,1.0
0,,,,,,,,,,5.0,4.0,00,,,,,15.0,25.0,64.0,,,HOU,Houston,1610612745.0,7.0,,
1,,,,,,,,,,16.0,4.0,00,,,,,21.0,22.0,44.0,,,LAC,Los Angeles,1610612746.0,7.0,,
0,,2016-01-18T00:00:00,0021500624,,,,1610612746.0,2.0,2.0,,,,,,,,,,,,Tied,,,,,1610612745.0,
