,BLK,BLKA,COMMENT,GAME_ID,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,START_POSITION,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID
0,0,1,,0021501207,28:41,4,13,9,36,3,1,2772,Trevor Ariza,0,7,7,8,F,HOU,Houston,1610612745
1,0,0,,0021501207,19:10,2,8,8,22,2,2,202700,Donatas Motiejunas,2,0,0,4,F,HOU,Houston,1610612745
2,1,1,,0021501207,26:56,2,6,13,32,2,4,2730,Dwight Howard,4,2,0,16,C,HOU,Houston,1610612745
3,2,0,,0021501207,34:39,4,11,13,40,2,4,201976,Patrick Beverley,1,2,2,4,G,HOU,Houston,1610612745
4,0,1,,0021501207,31:40,4,13,9,36,0,4,201935,James Harden,3,2,3,8,G,HOU,Houston,1610612745
5,0,0,,0021501207,23:16,4,11,9,24,1,0,1891,Jason Terry,0,0,0,0,,HOU,Houston,1610612745
6,0,0,,0021501207,23:21,2,8,5,24,6,1,2746,Josh Smith,0,2,3,0,,HOU,Houston,1610612745
7,1,0,,0021501207,14:46,0,3,4,10,1,1,201147,Corey Brewer,0,2,0,2,,HOU,Houston,1610612745
8,1,0,,0021501207,15:35,2,10,0,14,2,1,203991,Clint Capela,2,0,0,10,,HOU,Houston,1610612745
9,0,0,,0021501207,5:29,4,3,5,8,0,0,202726,Andrew Goudelock,0,0,0,0,,HOU,Houston,1610612745
10,0,0,,0021501207,5:29,4,3,5,8,3,0,203093,Terrence Jones,0,0,0,2,,HOU,Houston,1610612745
11,0,0,,0021501207,5:29,4,3,5,8,1,2,201563,Michael Beasley,0,0,3,0,,HOU,Houston,1610612745
12,0,0,,0021501207,5:29,4,3,5,8,0,0,203909,KJ McDaniels,0,0,0,0,,HOU,Houston,1610612745
13,0,0,,0021501207,26:43,9,11,9,34,3,3,203952,Andrew Wiggins,0,2,0,4,F,MIN,Minnesota,1610612750
14,0,0,,0021501207,25:18,7,11,9,26,2,3,203476,Gorgui Dieng,0,0,5,8,F,MIN,Minnesota,1610612750
15,1,2,,0021501207,27:29,10,9,8,38,3,0,1626157,Karl-Anthony Towns,0,0,0,6,C,MIN,Minnesota,1610612750
16,1,1,,0021501207,27:10,9,11,7,34,1,2,203897,Zach LaVine,2,4,2,10,G,MIN,Minnesota,1610612750
17,1,1,,0021501207,22:13,9,7,5,28,1,1,201937,Ricky Rubio,0,2,2,4,G,MIN,Minnesota,1610612750
18,0,1,,0021501207,29:12,5,12,13,32,5,5,202357,Nemanja Bjelica,2,2,0,4,,MIN,Minnesota,1610612750
19,0,0,,0021501207,4:51,0,0,0,6,0,0,202962,Greg Smith,0,0,0,0,,MIN,Minnesota,1610612750
20,0,0,,0021501207,25:47,3,10,13,26,4,1,1626145,Tyus Jones,2,0,2,0,,MIN,Minnesota,1610612750
21,0,0,,0021501207,12:53,1,4,6,16,0,0,2419,Tayshaun Prince,0,0,0,0,,MIN,Minnesota,1610612750
22,0,0,,0021501207,22:14,3,8,11,20,0,4,203498,Shabazz Muhammad,0,9,7,14,,MIN,Minnesota,1610612750
23,0,0,,0021501207,9:10,2,2,6,6,1,4,203940,Adreian Payne,2,0,0,4,,MIN,Minnesota,1610612750
24,0,0,,0021501207,7:00,2,0,3,4,0,0,204014,Damjan Rudez,0,0,0,0,,MIN,Minnesota,1610612750
