,AST,CFGA,CFGM,CFG_PCT,COMMENT,DFGA,DFGM,DFG_PCT,DIST,DRBC,FG_PCT,FTAST,GAME_ID,MIN,ORBC,PASS,PLAYER_ID,PLAYER_NAME,RBC,SAST,SPD,START_POSITION,TCHS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,UFGA,UFGM,UFG_PCT
0,3,9,4,0.444,,4,3,0.75,2.16,8,0.313,0,0021500795,33:05,0,29,977,Kobe Bryant,8,1,3.92,F,51,LAL,Los Angeles,1610612747,7,1,0.143
1,0,5,2,0.4,,6,5,0.833,1.78,13,0.286,0,0021500795,26:40,6,49,203944,Julius Randle,19,0,4.01,F,61,LAL,Los Angeles,1610612747,2,0,0.0
2,0,5,4,0.8,,3,1,0.333,1.13,3,0.667,0,0021500795,16:54,4,15,201579,Roy Hibbert,7,0,4.02,C,24,LAL,Los Angeles,1610612747,1,0,0.0
3,7,7,5,0.714,,1,1,1.0,2.46,7,0.533,1,0021500795,35:47,2,43,203903,Jordan Clarkson,9,0,4.12,G,62,LAL,Los Angeles,1610612747,8,3,0.375
4,2,7,5,0.714,,1,1,1.0,2.13,3,0.6,0,0021500795,35:33,1,20,101150,Lou Williams,4,0,3.59,G,37,LAL,Los Angeles,1610612747,8,4,0.5
5,3,4,2,0.5,,5,2,0.4,2.0,1,0.455,0,0021500795,28:14,1,51,1626156,D'Angelo Russell,2,1,4.25,,68,LAL,Los Angeles,1610612747,7,3,0.429
6,1,3,1,0.333,,5,3,0.6,2.01,11,0.4,0,0021500795,31:06,4,27,101138,Brandon Bass,15,0,3.88,,34,LAL,Los Angeles,1610612747,2,1,0.5
7,0,3,1,0.333,,0,0,0.0,0.91,4,0.125,0,0021500795,14:55,2,9,1897,Metta World Peace,6,0,3.66,,18,LAL,Los Angeles,1610612747,5,0,0.0
8,0,3,2,0.667,,1,1,1.0,1.25,5,0.667,0,0021500795,17:46,6,18,204028,Tarik Black,11,0,4.23,,22,LAL,Los Angeles,1610612747,0,0,0.0
9,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500795,0:00,0,0,1626273,Marcelo Huertas,0,0,0.0,,0,LAL,Los Angeles,1610612747,0,0,0.0
10,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500795,0:00,0,0,203527,Ryan Kelly,0,0,0.0,,0,LAL,Los Angeles,1610612747,0,0,0.0
11,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500795,0:00,0,0,203135,Robert Sacre,0,0,0.0,,0,LAL,Los Angeles,1610612747,0,0,0.0
12,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500795,0:00,0,0,201156,Nick Young,0,0,0.0,,0,LAL,Los Angeles,1610612747,0,0,0.0
13,11,10,7,0.7,,3,1,0.333,2.32,7,0.545,0,0021500795,36:40,1,52,2544,LeBron James,8,0,3.79,F,79,CLE,Cleveland,1610612739,12,5,0.417
14,3,3,0,0.0,,2,1,0.5,1.29,10,0.222,0,0021500795,19:40,3,25,201567,Kevin Love,13,0,3.94,F,36,CLE,Cleveland,1610612739,6,2,0.333
15,4,6,6,1.0,,2,1,0.5,2.4,13,1.0,1,0021500795,34:24,10,41,202684,Tristan Thompson,23,0,4.18,C,48,CLE,Cleveland,1610612739,0,0,0.0
16,1,4,1,0.25,,1,1,1.0,2.03,3,0.333,0,0021500795,32:48,0,17,2747,J.R. Smith,3,0,3.7,G,27,CLE,Cleveland,1610612739,5,2,0.4
17,7,12,6,0.5,,3,3,1.0,2.38,3,0.625,2,0021500795,35:50,1,44,202681,Kyrie Irving,4,2,3.99,G,75,CLE,Cleveland,1610612739,12,9,0.75
18,0,3,1,0.333,,3,3,1.0,1.35,7,0.375,0,0021500795,18:35,6,26,2760,Anderson Varejao,13,0,4.36,,37,CLE,Cleveland,1610612739,5,2,0.4
19,0,2,0,0.0,,0,0,0.0,0.55,1,0.0,0,0021500795,8:55,0,10,2590,Mo Williams,1,0,3.7,,14,CLE,Cleveland,1610612739,2,0,0.0
20,0,1,0,0.0,,0,0,0.0,1.22,5,0.333,0,0021500795,18:27,0,16,202697,Iman Shumpert,5,0,3.97,,24,CLE,Cleveland,1610612739,5,2,0.4
21,0,1,1,1.0,,5,1,0.2,1.37,9,1.0,0,0021500795,18:42,1,16,202389,Timofey Mozgov,10,0,4.4,,23,CLE,Cleveland,1610612739,2,2,1.0
22,0,1,0,0.0,,0,0,0.0,0.95,1,0.667,0,0021500795,15:23,2,15,2210,Richard Jefferson,3,0,3.72,,21,CLE,Cleveland,1610612739,2,2,1.0
23,0,0,0,0.0,,0,0,0.0,0.03,0,0.0,0,0021500795,0:37,0,0,203099,Jared Cunningham,0,0,2.88,,1,CLE,Cleveland,1610612739,0,0,0.0
24,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500795,0:00,0,0,2592,James Jones,0,0,0.0,,0,CLE,Cleveland,1610612739,0,0,0.0
25,0,0,0,0.0,DNP - Coach's Decision                  ,0,0,0.0,0.0,0,0.0,0,0021500795,0:00,0,0,201619,Sasha Kaun,0,0,0.0,,0,CLE,Cleveland,1610612739,0,0,0.0
