,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20160320/PORDAL,2016-03-20T00:00:00,0021501037,1.0,3.0,Final,1610612742.0,,,,,,     ,5.0,Q5       - ,,,,,2015,,,,,,1610612757.0,1.0
0,,,,,,,,,,11.0,13.0,00,,,,,21.0,14.0,34.0,,,POR,Portland,1610612757.0,10.0,,
1,,,,,,,,,,12.0,13.0,00,,,,,17.0,15.0,38.0,,,DAL,Dallas,1610612742.0,10.0,,
0,,2016-03-20T00:00:00,0021501037,,,,1610612742.0,1.0,2.0,,,,,,,,,,,,Dallas,,,,,1610612757.0,
