,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20151030/OKCORL,2015-10-30T00:00:00,0021500022,2.0,3.0,Final,1610612753.0,,,,,,     ,6.0,Q6       - ,,,,,2015,,,,,,1610612760.0,1.0
0,,,,,,,,,,5.0,2.0,00,,,,,20.0,12.0,64.0,,,OKC,Oklahoma City,1610612760.0,5.0,,
1,,,,,,,,,,18.0,2.0,00,,,,,17.0,20.0,58.0,,,ORL,Orlando,1610612753.0,5.0,,
0,,2015-10-30T00:00:00,0021500022,,,,1610612753.0,2.0,0.0,,,,,,,,,,,,Oklahoma City,,,,,1610612760.0,
