,BLK,BLKA,COMMENT,GAME_ID,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,START_POSITION,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID
0,2.0,2.0,,0021500022,53:32,17.0,16.0,23.0,56.0,4.0,7.0,201142,Kevin Durant,2.0,2.0,2.0,12.0,F,OKC,Oklahoma City,1610612760
1,2.0,1.0,,0021500022,32:41,8.0,20.0,20.0,44.0,3.0,2.0,201586,Serge Ibaka,6.0,0.0,0.0,6.0,F,OKC,Oklahoma City,1610612760
2,2.0,0.0,,0021500022,35:55,8.0,16.0,16.0,38.0,5.0,2.0,203500,Steven Adams,3.0,0.0,0.0,6.0,C,OKC,Oklahoma City,1610612760
3,0.0,0.0,,0021500022,18:48,2.0,5.0,10.0,22.0,0.0,0.0,203460,Andre Roberson,0.0,0.0,0.0,0.0,G,OKC,Oklahoma City,1610612760
4,1.0,5.0,,0021500022,47:35,15.0,18.0,22.0,50.0,3.0,14.0,201566,Russell Westbrook,2.0,6.0,8.0,26.0,G,OKC,Oklahoma City,1610612760
5,0.0,0.0,,0021500022,14:04,8.0,15.0,10.0,22.0,0.0,1.0,201627,Anthony Morrow,3.0,0.0,0.0,0.0,,OKC,Oklahoma City,1610612760
6,0.0,0.0,,0021500022,28:14,9.0,2.0,5.0,16.0,3.0,2.0,201571,D.J. Augustin,2.0,2.0,0.0,4.0,,OKC,Oklahoma City,1610612760
7,1.0,0.0,,0021500022,28:34,9.0,0.0,5.0,14.0,3.0,0.0,203079,Dion Waiters,0.0,0.0,3.0,0.0,,OKC,Oklahoma City,1610612760
8,1.0,1.0,,0021500022,18:02,7.0,4.0,7.0,14.0,6.0,2.0,202683,Enes Kanter,2.0,0.0,2.0,8.0,,OKC,Oklahoma City,1610612760
9,0.0,1.0,,0021500022,12:35,2.0,4.0,7.0,14.0,1.0,1.0,202713,Kyle Singler,0.0,2.0,2.0,2.0,,OKC,Oklahoma City,1610612760
10,,,DNP - Coach's Decision                  ,0021500022,,,,,,,,2555,Nick Collison,,,,,,OKC,Oklahoma City,1610612760
11,,,DNP - Coach's Decision                  ,0021500022,,,,,,,,203956,Mitch McGary,,,,,,OKC,Oklahoma City,1610612760
12,,,DNP - Coach's Decision                  ,0021500022,,,,,,,,200779,Steve Novak,,,,,,OKC,Oklahoma City,1610612760
13,0.0,1.0,,0021500022,44:42,13.0,12.0,12.0,52.0,3.0,5.0,203095,Evan Fournier,0.0,5.0,3.0,12.0,F,ORL,Orlando,1610612753
14,1.0,1.0,,0021500022,46:17,16.0,10.0,13.0,52.0,3.0,7.0,202699,Tobias Harris,4.0,6.0,4.0,14.0,F,ORL,Orlando,1610612753
15,5.0,1.0,,0021500022,45:05,14.0,10.0,9.0,48.0,5.0,6.0,202696,Nikola Vucevic,4.0,2.0,6.0,12.0,C,ORL,Orlando,1610612753
16,1.0,5.0,,0021500022,50:40,18.0,8.0,17.0,60.0,5.0,3.0,203506,Victor Oladipo,2.0,5.0,2.0,10.0,G,ORL,Orlando,1610612753
17,0.0,1.0,,0021500022,36:47,9.0,8.0,7.0,40.0,5.0,1.0,203901,Elfrid Payton,3.0,0.0,2.0,4.0,G,ORL,Orlando,1610612753
18,0.0,0.0,,0021500022,20:58,11.0,4.0,10.0,24.0,1.0,0.0,201228,CJ Watson,0.0,0.0,3.0,0.0,,ORL,Orlando,1610612753
19,0.0,0.0,,0021500022,14:16,7.0,2.0,2.0,12.0,2.0,0.0,1626209,Mario Hezonja,0.0,0.0,3.0,0.0,,ORL,Orlando,1610612753
20,1.0,0.0,,0021500022,17:51,6.0,4.0,7.0,16.0,5.0,4.0,203932,Aaron Gordon,2.0,2.0,2.0,4.0,,ORL,Orlando,1610612753
21,2.0,0.0,,0021500022,12:54,6.0,2.0,8.0,16.0,2.0,2.0,203473,Dewayne Dedmon,2.0,0.0,0.0,2.0,,ORL,Orlando,1610612753
22,0.0,0.0,,0021500022,0:30,0.0,0.0,0.0,0.0,0.0,0.0,203894,Shabazz Napier,0.0,0.0,0.0,0.0,,ORL,Orlando,1610612753
23,,,DNP - Coach's Decision                  ,0021500022,,,,,,,,101112,Channing Frye,,,,,,ORL,Orlando,1610612753
24,,,DNP - Coach's Decision                  ,0021500022,,,,,,,,203094,Andrew Nicholson,,,,,,ORL,Orlando,1610612753
25,,,DNP - Coach's Decision                  ,0021500022,,,,,,,,201160,Jason Smith,,,,,,ORL,Orlando,1610612753
