,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20151223/OKCLAL,2015-12-23T00:00:00,0021500435,13.0,3.0,Final,1610612747.0,,,,,,     ,4.0,Q4       - NBA TV,NBA TV,,,,2015,,,,,,1610612760.0,1.0
0,,,,,,,,,,38.0,5.0,00,,,,,22.0,27.0,76.0,,,OKC,Oklahoma City,1610612760.0,6.0,,
1,,,,,,,,,,3.0,5.0,00,,,,,14.0,7.0,32.0,,,LAL,Los Angeles,1610612747.0,6.0,,
0,,2015-12-23T00:00:00,0021500435,,,,1610612747.0,4.0,0.0,,,,,,,,,,,,Oklahoma City,,,,,1610612760.0,
