,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20160328/BKNMIA,2016-03-28T00:00:00,0021501097,1.0,3.0,Final,1610612748.0,,,,,,     ,4.0,Q4       - ,,,,,2015,,,,,,1610612751.0,1.0
0,,,,,,,,,,5.0,9.0,00,,,,,10.0,6.0,54.0,,,BKN,Brooklyn,1610612751.0,8.0,,
1,,,,,,,,,,16.0,9.0,00,,,,,12.0,12.0,72.0,,,MIA,Miami,1610612748.0,8.0,,
0,,2016-03-28T00:00:00,0021501097,,,,1610612748.0,1.0,3.0,,,,,,,,,,,,Miami,,,,,1610612751.0,
