,AST,BLK,COMMENT,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_ID,MIN,OREB,PF,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,START_POSITION,STL,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TO
0,0.0,2.0,,2.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0021500773,17:45,0.0,0.0,202341,James Anderson,-14.0,2.0,2.0,F,0.0,SAC,Sacramento,1610612758,1.0
1,6.0,0.0,,7.0,6.0,3.0,0.5,25.0,11.0,0.44,8.0,6.0,0.75,0021500773,35:59,0.0,4.0,202326,DeMarcus Cousins,-14.0,31.0,7.0,F,0.0,SAC,Sacramento,1610612758,5.0
2,0.0,1.0,,1.0,0.0,0.0,0.0,9.0,7.0,0.778,1.0,1.0,1.0,0021500773,23:20,3.0,4.0,1626161,Willie Cauley-Stein,-15.0,15.0,4.0,C,1.0,SAC,Sacramento,1610612758,1.0
3,2.0,0.0,,4.0,8.0,2.0,0.25,17.0,7.0,0.412,0.0,0.0,0.0,0021500773,37:41,0.0,3.0,201158,Marco Belinelli,-11.0,16.0,4.0,G,1.0,SAC,Sacramento,1610612758,1.0
4,15.0,0.0,,4.0,1.0,1.0,1.0,10.0,5.0,0.5,4.0,3.0,0.75,0021500773,39:02,1.0,3.0,200765,Rajon Rondo,-7.0,14.0,5.0,G,6.0,SAC,Sacramento,1610612758,4.0
5,2.0,1.0,,2.0,0.0,0.0,0.0,4.0,3.0,0.75,4.0,3.0,0.75,0021500773,21:09,1.0,1.0,201585,Kosta Koufos,6.0,9.0,3.0,,3.0,SAC,Sacramento,1610612758,0.0
6,3.0,0.0,,4.0,6.0,1.0,0.167,16.0,6.0,0.375,0.0,0.0,0.0,0021500773,29:24,0.0,2.0,201956,Omri Casspi,0.0,13.0,4.0,,1.0,SAC,Sacramento,1610612758,1.0
7,4.0,0.0,,1.0,4.0,2.0,0.5,11.0,6.0,0.545,2.0,2.0,1.0,0021500773,28:29,1.0,0.0,201954,Darren Collison,16.0,16.0,2.0,,2.0,SAC,Sacramento,1610612758,1.0
8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0021500773,3:14,1.0,0.0,203112,Quincy Acy,-2.0,0.0,1.0,,0.0,SAC,Sacramento,1610612758,0.0
9,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0021500773,3:57,0.0,1.0,203552,Seth Curry,-4.0,3.0,0.0,,1.0,SAC,Sacramento,1610612758,0.0
10,,,DNP - Coach's Decision                  ,,,,,,,,,,,0021500773,,,,2406,Caron Butler,,,,,,SAC,Sacramento,1610612758,
11,,,DND - Left Ankle Sprain                 ,,,,,,,,,,,0021500773,,,,200752,Rudy Gay,,,,,,SAC,Sacramento,1610612758,
12,,,DND - Sprained Right Wrist              ,,,,,,,,,,,0021500773,,,,203463,Ben McLemore,,,,,,SAC,Sacramento,1610612758,
13,3.0,0.0,,4.0,2.0,0.0,0.0,7.0,3.0,0.429,0.0,0.0,0.0,0021500773,31:16,0.0,1.0,203109,Jae Crowder,11.0,6.0,4.0,F,2.0,BOS,Boston,1610612738,3.0
14,4.0,0.0,,4.0,0.0,0.0,0.0,6.0,4.0,0.667,0.0,0.0,0.0,0021500773,19:24,5.0,2.0,101161,Amir Johnson,13.0,8.0,9.0,F,2.0,BOS,Boston,1610612738,2.0
15,1.0,0.0,,4.0,1.0,1.0,1.0,13.0,10.0,0.769,0.0,0.0,0.0,0021500773,23:14,2.0,3.0,203096,Jared Sullinger,10.0,21.0,6.0,C,3.0,BOS,Boston,1610612738,3.0
16,3.0,0.0,,2.0,7.0,6.0,0.857,16.0,9.0,0.563,2.0,1.0,0.5,0021500773,34:08,1.0,0.0,202340,Avery Bradley,16.0,25.0,3.0,G,0.0,BOS,Boston,1610612738,1.0
