,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
0,1,2,2,0,0,0.0,3,1,0.333,2,1,0.5,"APR 13, 2016",0021501218,TOR @ BKN,12,3,1,3,3,202687,5,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
1,0,1,4,0,0,0.0,8,6,0.75,2,2,1.0,"APR 12, 2016",0021501214,TOR vs. PHI,22,3,2,-1,14,202687,7,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
2,1,0,7,0,0,0.0,1,1,1.0,2,0,0.0,"APR 10, 2016",0021501202,TOR @ NYK,20,1,3,-2,2,202687,8,22015,0,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
3,0,0,4,0,0,0.0,1,1,1.0,0,0,0.0,"APR 08, 2016",0021501183,TOR vs. IND,10,0,0,8,2,202687,4,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
4,1,1,6,0,0,0.0,8,3,0.375,5,4,0.8,"APR 07, 2016",0021501173,TOR @ ATL,22,3,0,1,10,202687,9,22015,0,1,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
5,0,3,5,0,0,0.0,5,1,0.2,6,1,0.167,"APR 05, 2016",0021501156,TOR vs. CHA,20,2,2,-9,3,202687,7,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
6,0,1,5,0,0,0.0,2,1,0.5,0,0,0.0,"APR 02, 2016",0021501140,TOR @ SAS,19,1,4,1,2,202687,6,22015,0,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
7,0,1,1,0,0,0.0,1,1,1.0,0,0,0.0,"APR 01, 2016",0021501132,TOR @ MEM,12,0,5,-14,2,202687,1,22015,0,2,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
8,0,1,4,0,0,0.0,1,1,1.0,6,5,0.833,"MAR 30, 2016",0021501113,TOR vs. ATL,17,2,1,-3,7,202687,6,22015,2,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
9,0,1,4,0,0,0.0,4,2,0.5,5,3,0.6,"MAR 28, 2016",0021501098,TOR vs. OKC,18,3,3,-4,7,202687,7,22015,0,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
10,0,2,4,0,0,0.0,1,1,1.0,6,5,0.833,"MAR 26, 2016",0021501084,TOR @ NOP,19,1,3,-6,7,202687,5,22015,0,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
11,1,2,4,0,0,0.0,3,2,0.667,2,2,1.0,"MAR 25, 2016",0021501077,TOR @ HOU,18,0,2,3,6,202687,4,22015,1,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
12,1,1,8,0,0,0.0,3,0,0.0,2,0,0.0,"MAR 23, 2016",0021501057,TOR @ BOS,27,5,3,-12,0,202687,13,22015,0,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
13,1,6,6,0,0,0.0,7,5,0.714,6,2,0.333,"MAR 20, 2016",0021501038,TOR vs. ORL,36,5,4,-3,12,202687,11,22015,0,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
14,2,2,8,0,0,0.0,4,1,0.25,2,2,1.0,"MAR 18, 2016",0021501023,TOR vs. BOS,24,3,3,6,4,202687,11,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
15,0,2,16,0,0,0.0,6,5,0.833,11,6,0.545,"MAR 17, 2016",0021501012,TOR @ IND,42,9,2,17,16,202687,25,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
16,1,2,11,0,0,0.0,7,6,0.857,0,0,0.0,"MAR 15, 2016",0021501000,TOR @ MIL,25,2,2,13,12,202687,13,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
17,0,6,2,0,0,0.0,5,3,0.6,0,0,0.0,"MAR 14, 2016",0021500991,TOR vs. CHI,26,4,2,-10,6,202687,6,22015,0,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
18,0,2,4,0,0,0.0,0,0,0.0,4,2,0.5,"MAR 12, 2016",0021500977,TOR vs. MIA,21,0,2,3,2,202687,4,22015,1,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
19,1,2,7,0,0,0.0,5,1,0.2,2,1,0.5,"MAR 10, 2016",0021500959,TOR vs. ATL,24,2,3,7,3,202687,9,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
20,1,2,6,0,0,0.0,4,3,0.75,0,0,0.0,"MAR 08, 2016",0021500944,TOR vs. BKN,26,4,4,8,6,202687,10,22015,2,3,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
21,1,0,6,0,0,0.0,2,1,0.5,0,0,0.0,"MAR 06, 2016",0021500936,TOR vs. HOU,20,1,2,0,2,202687,7,22015,0,1,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
22,0,2,4,0,0,0.0,4,3,0.75,4,3,0.75,"MAR 04, 2016",0021500916,TOR vs. POR,20,0,5,-14,9,202687,4,22015,0,2,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
23,0,3,4,0,0,0.0,2,0,0.0,2,1,0.5,"MAR 02, 2016",0021500900,TOR vs. UTA,18,3,2,-7,1,202687,7,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
24,0,0,6,0,0,0.0,2,1,0.5,0,0,0.0,"FEB 28, 2016",0021500879,TOR @ DET,22,1,4,1,2,202687,7,22015,0,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
25,0,0,4,0,0,0.0,5,5,1.0,2,1,0.5,"FEB 26, 2016",0021500864,TOR vs. CLE,20,0,0,-2,11,202687,4,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
26,1,3,9,0,0,0.0,7,3,0.429,0,0,0.0,"FEB 24, 2016",0021500849,TOR vs. MIN,29,2,3,23,6,202687,11,22015,1,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
27,1,1,4,0,0,0.0,4,4,1.0,5,2,0.4,"FEB 22, 2016",0021500835,TOR @ NYK,19,5,4,10,10,202687,9,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
28,0,1,7,1,0,0.0,4,2,0.5,2,1,0.5,"FEB 21, 2016",0021500829,TOR vs. MEM,17,2,4,12,5,202687,9,22015,1,2,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
29,1,2,2,0,0,0.0,0,0,0.0,4,1,0.25,"FEB 19, 2016",0021500809,TOR @ CHI,15,1,4,-12,1,202687,3,22015,0,1,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
30,0,6,4,0,0,0.0,2,2,1.0,2,2,1.0,"FEB 10, 2016",0021500797,TOR @ MIN,20,2,3,5,6,202687,6,22015,1,0,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
31,0,0,4,0,0,0.0,0,0,0.0,0,0,0.0,"FEB 08, 2016",0021500779,TOR @ DET,21,0,3,8,0,202687,4,22015,1,2,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
32,0,1,5,0,0,0.0,1,0,0.0,2,1,0.5,"FEB 04, 2016",0021500748,TOR @ POR,21,2,4,3,1,202687,7,22015,0,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
33,1,1,11,0,0,0.0,3,2,0.667,3,3,1.0,"FEB 02, 2016",0021500732,TOR @ PHX,29,1,5,17,7,202687,12,22015,0,1,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
34,1,1,4,0,0,0.0,1,0,0.0,6,3,0.5,"FEB 01, 2016",0021500727,TOR @ DEN,15,1,3,3,3,202687,5,22015,0,2,1,L,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
35,0,3,10,0,0,0.0,6,3,0.5,8,6,0.75,"JAN 30, 2016",0021500708,TOR vs. DET,21,3,2,14,12,202687,13,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
36,0,1,2,0,0,0.0,3,2,0.667,2,1,0.5,"JAN 28, 2016",0021500694,TOR vs. NYK,20,0,2,12,5,202687,2,22015,0,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
37,1,1,6,0,0,0.0,2,1,0.5,4,3,0.75,"JAN 26, 2016",0021500680,TOR vs. WAS,19,0,2,19,5,202687,6,22015,1,0,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
38,0,0,6,0,0,0.0,6,4,0.667,3,2,0.667,"JAN 24, 2016",0021500666,TOR vs. LAC,23,3,1,24,10,202687,9,22015,0,2,1,W,Bismack Biyombo,"Biyombo, Bismack",2011,Y,202687,bismack_biyombo,1,TOR,Toronto,raptors,1610612761,Raptors,2015
