,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,GAME_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,REB,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,VIDEO_AVAILABLE,WL
767,22,3,28,25,11,0.44,90,41,0.456,20,13,0.65,2015-11-01,0021500042,TOR vs. MIL,240,18,19,19,106,46,22015,12,TOR,1610612761,Toronto Raptors,14,1,W
787,18,3,26,18,6,0.333,80,40,0.5,10,9,0.9,2016-04-02,0021501140,TOR @ SAS,240,6,21,-7,95,32,22015,8,TOR,1610612761,Toronto Raptors,13,1,L
828,12,5,35,22,6,0.273,80,40,0.5,21,18,0.857,2016-03-02,0021500900,TOR vs. UTA,240,10,18,10,104,45,22015,7,TOR,1610612761,Toronto Raptors,10,1,W
846,23,6,33,19,12,0.632,85,40,0.471,25,18,0.72,2016-02-04,0021500748,TOR @ POR,240,12,18,7,110,45,22015,7,TOR,1610612761,Toronto Raptors,15,1,W
914,21,3,27,20,8,0.4,91,40,0.44,26,21,0.808,2015-12-05,0021500290,TOR vs. GSW,240,11,27,-3,109,38,22015,9,TOR,1610612761,Toronto Raptors,6,1,L
928,14,5,34,25,11,0.44,79,40,0.506,22,12,0.545,2015-11-25,0021500219,TOR vs. CLE,240,6,15,4,103,40,22015,8,TOR,1610612761,Toronto Raptors,9,1,W
981,24,7,41,29,12,0.414,73,39,0.534,28,25,0.893,2016-03-26,0021501084,TOR @ NOP,240,7,18,24,115,48,22015,6,TOR,1610612761,Toronto Raptors,13,1,W
982,23,5,30,31,13,0.419,94,39,0.415,26,18,0.692,2016-03-25,0021501077,TOR @ HOU,240,15,24,-3,109,45,22015,9,TOR,1610612761,Toronto Raptors,12,1,L
1001,27,8,35,30,14,0.467,83,39,0.47,17,15,0.882,2016-03-15,0021501000,TOR @ MIL,240,13,23,18,107,48,22015,4,TOR,1610612761,Toronto Raptors,10,1,W
1020,21,1,24,21,10,0.476,80,39,0.488,18,13,0.722,2016-02-28,0021500879,TOR @ DET,240,8,24,-13,101,32,22015,5,TOR,1610612761,Toronto Raptors,5,1,L
1033,19,10,29,31,10,0.323,86,39,0.453,32,24,0.75,2016-02-10,0021500797,TOR @ MIN,240,11,34,-5,112,40,22015,3,TOR,1610612761,Toronto Raptors,6,1,L
1038,22,2,34,20,11,0.55,70,39,0.557,17,14,0.824,2016-02-08,0021500779,TOR @ DET,240,2,22,14,103,36,22015,11,TOR,1610612761,Toronto Raptors,15,1,W
1118,21,3,30,27,8,0.296,92,39,0.424,22,19,0.864,2015-12-03,0021500278,TOR vs. DEN,240,9,16,-1,105,39,22015,9,TOR,1610612761,Toronto Raptors,5,1,L
1172,19,7,28,24,8,0.333,93,38,0.409,23,16,0.696,2016-03-28,0021501098,TOR vs. OKC,240,12,21,-19,100,40,22015,4,TOR,1610612761,Toronto Raptors,11,1,L
1188,16,3,37,24,7,0.292,82,38,0.463,29,21,0.724,2016-03-10,0021500959,TOR vs. ATL,240,11,24,8,104,48,22015,6,TOR,1610612761,Toronto Raptors,15,1,W
1208,22,7,34,18,5,0.278,88,38,0.432,34,25,0.735,2016-02-19,0021500809,TOR @ CHI,240,11,19,-10,106,45,22015,7,TOR,1610612761,Toronto Raptors,8,1,L
1267,23,5,35,20,6,0.3,88,38,0.432,24,15,0.625,2015-12-28,0021500463,TOR @ CHI,240,11,19,-7,97,46,22015,5,TOR,1610612761,Toronto Raptors,7,1,L
1306,19,7,35,29,12,0.414,86,38,0.442,17,14,0.824,2015-11-29,0021500250,TOR vs. PHX,240,8,17,-5,102,43,22015,6,TOR,1610612761,Toronto Raptors,13,1,L
1326,18,1,29,31,15,0.484,87,38,0.437,14,10,0.714,2015-11-15,0021500150,TOR @ SAC,240,7,20,-6,101,36,22015,13,TOR,1610612761,Toronto Raptors,16,1,L
1355,19,6,31,20,7,0.35,78,37,0.474,19,12,0.632,2016-04-10,0021501202,TOR @ NYK,240,7,19,4,93,38,22015,4,TOR,1610612761,Toronto Raptors,7,1,W
1361,21,5,31,22,10,0.455,68,37,0.544,38,27,0.711,2016-04-08,0021501183,TOR vs. IND,240,5,19,13,111,36,22015,4,TOR,1610612761,Toronto Raptors,17,1,W
1393,18,8,33,28,13,0.464,77,37,0.481,25,18,0.72,2016-03-18,0021501023,TOR vs. BOS,240,7,19,14,105,40,22015,10,TOR,1610612761,Toronto Raptors,16,1,W
1399,12,9,32,20,6,0.3,83,37,0.446,31,27,0.871,2016-03-14,0021500991,TOR vs. CHI,240,10,18,-2,107,42,22015,5,TOR,1610612761,Toronto Raptors,7,1,L
1401,17,7,35,18,6,0.333,84,37,0.44,38,32,0.842,2016-03-12,0021500977,TOR vs. MIA,265,7,23,8,112,42,22015,10,TOR,1610612761,Toronto Raptors,14,1,W
1405,24,7,28,23,10,0.435,78,37,0.474,25,20,0.8,2016-03-08,0021500944,TOR vs. BKN,240,12,15,5,104,40,22015,9,TOR,1610612761,Toronto Raptors,17,1,W
1406,27,6,35,33,12,0.364,77,37,0.481,27,21,0.778,2016-03-06,0021500936,TOR vs. HOU,240,7,24,-6,107,42,22015,8,TOR,1610612761,Toronto Raptors,16,1,L
1427,18,0,29,17,6,0.353,73,37,0.507,26,19,0.731,2016-02-26,0021500864,TOR vs. CLE,240,5,23,2,99,34,22015,6,TOR,1610612761,Toronto Raptors,12,1,W
1458,21,11,35,20,8,0.4,85,37,0.435,29,21,0.724,2016-01-28,0021500694,TOR vs. NYK,240,15,19,10,103,50,22015,7,TOR,1610612761,Toronto Raptors,10,1,W
1466,20,11,36,24,8,0.333,90,37,0.411,31,24,0.774,2016-01-14,0021500588,TOR @ ORL,265,11,16,3,106,47,22015,11,TOR,1610612761,Toronto Raptors,12,1,W
1509,23,2,30,10,3,0.3,64,37,0.578,22,20,0.909,2015-12-09,0021500323,TOR vs. SAS,240,4,24,3,97,34,22015,10,TOR,1610612761,Toronto Raptors,21,1,W
1538,18,2,28,18,6,0.333,79,37,0.468,39,30,0.769,2015-11-17,0021500164,TOR @ GSW,240,12,25,-5,110,40,22015,11,TOR,1610612761,Toronto Raptors,20,1,L
1552,25,6,35,17,4,0.235,84,37,0.44,39,31,0.795,2015-11-10,0021500109,TOR vs. NYK,240,14,17,-2,109,49,22015,7,TOR,1610612761,Toronto Raptors,12,1,L
1562,18,6,37,17,5,0.294,82,37,0.451,26,23,0.885,2015-11-03,0021500057,TOR @ DAL,240,10,26,11,102,47,22015,8,TOR,1610612761,Toronto Raptors,16,1,W
1590,26,4,36,23,11,0.478,80,36,0.45,28,22,0.786,2016-03-30,0021501113,TOR vs. ATL,240,8,19,8,105,44,22015,14,TOR,1610612761,Toronto Raptors,11,1,W
1640,12,3,32,14,4,0.286,78,36,0.462,47,35,0.745,2016-01-30,0021500708,TOR vs. DET,240,13,20,4,111,45,22015,9,TOR,1610612761,Toronto Raptors,16,1,W
1668,24,5,18,19,8,0.421,73,36,0.493,29,20,0.69,2016-01-04,0021500511,TOR @ CLE,240,8,19,-22,100,26,22015,9,TOR,1610612761,Toronto Raptors,11,1,L
1670,21,4,34,33,15,0.455,91,36,0.396,18,17,0.944,2016-01-01,0021500492,TOR vs. CHA,240,20,19,10,104,54,22015,6,TOR,1610612761,Toronto Raptors,13,1,W
1713,12,5,42,25,6,0.24,79,36,0.456,24,18,0.75,2015-12-02,0021500272,TOR @ ATL,240,8,18,10,96,50,22015,10,TOR,1610612761,Toronto Raptors,13,1,W
1749,23,3,44,26,11,0.423,82,36,0.439,35,30,0.857,2015-10-30,0021500024,TOR @ BOS,240,9,33,10,113,53,22015,11,TOR,1610612761,Toronto Raptors,22,1,W
1752,19,2,41,18,7,0.389,80,36,0.45,39,27,0.692,2015-10-28,0021500009,TOR vs. IND,240,9,24,7,106,50,22015,8,TOR,1610612761,Toronto Raptors,21,1,W
1779,18,7,31,20,6,0.3,81,35,0.432,45,29,0.644,2016-03-20,0021501038,TOR vs. ORL,240,14,18,5,105,45,22015,8,TOR,1610612761,Toronto Raptors,12,1,W
1822,15,3,27,27,9,0.333,74,35,0.473,32,25,0.781,2016-02-02,0021500732,TOR @ PHX,240,8,22,7,104,35,22015,9,TOR,1610612761,Toronto Raptors,13,1,W
1826,20,3,37,29,11,0.379,79,35,0.443,32,25,0.781,2016-01-26,0021500680,TOR vs. WAS,240,11,22,17,106,48,22015,7,TOR,1610612761,Toronto Raptors,18,1,W
1831,19,8,35,25,13,0.52,75,35,0.467,21,18,0.857,2016-01-22,0021500649,TOR vs. MIA,240,6,15,20,101,41,22015,4,TOR,1610612761,Toronto Raptors,14,1,W
1846,16,7,37,22,4,0.182,80,35,0.438,18,17,0.944,2016-01-06,0021500529,TOR @ BKN,240,12,15,17,91,49,22015,12,TOR,1610612761,Toronto Raptors,17,1,W
1860,20,4,43,26,12,0.462,74,35,0.473,27,21,0.778,2015-12-22,0021500421,TOR vs. DAL,240,10,19,4,103,53,22015,4,TOR,1610612761,Toronto Raptors,18,1,W
1861,12,3,36,29,8,0.276,94,35,0.372,17,16,0.941,2015-12-20,0021500408,TOR vs. SAC,240,13,18,-10,94,49,22015,8,TOR,1610612761,Toronto Raptors,12,1,L
1864,18,10,37,39,9,0.231,97,35,0.361,28,20,0.714,2015-12-17,0021500383,TOR @ CHA,265,9,22,-10,99,46,22015,7,TOR,1610612761,Toronto Raptors,8,1,L
1923,19,8,40,23,6,0.261,78,34,0.436,31,22,0.71,2016-04-05,0021501156,TOR vs. CHA,240,7,16,6,96,47,22015,6,TOR,1610612761,Toronto Raptors,11,1,W
1944,12,4,29,12,6,0.5,67,34,0.507,54,43,0.796,2016-03-04,0021500916,TOR vs. POR,240,9,30,2,117,38,22015,5,TOR,1610612761,Toronto Raptors,13,1,W
1978,11,13,41,14,5,0.357,75,34,0.453,26,24,0.923,2016-01-08,0021500540,TOR @ WAS,240,6,18,9,97,47,22015,7,TOR,1610612761,Toronto Raptors,23,1,W
1997,16,8,32,20,7,0.35,70,34,0.486,23,15,0.652,2015-12-11,0021500337,TOR vs. MIL,240,7,23,7,90,39,22015,9,TOR,1610612761,Toronto Raptors,17,1,W
2000,18,2,30,25,9,0.36,74,34,0.459,32,25,0.781,2015-12-07,0021500308,TOR vs. LAL,240,8,13,9,102,38,22015,7,TOR,1610612761,Toronto Raptors,9,1,W
2017,21,3,29,33,15,0.455,78,34,0.436,24,19,0.792,2015-11-20,0021500188,TOR @ LAL,240,12,15,11,102,41,22015,7,TOR,1610612761,Toronto Raptors,13,1,W
2018,14,4,28,20,5,0.25,80,34,0.425,18,16,0.889,2015-11-18,0021500173,TOR @ UTA,240,9,17,-4,89,37,22015,10,TOR,1610612761,Toronto Raptors,14,1,L
2021,19,5,35,21,9,0.429,77,34,0.442,27,23,0.852,2015-11-13,0021500131,TOR vs. NOP,240,13,19,19,100,48,22015,8,TOR,1610612761,Toronto Raptors,16,1,W
2062,12,2,38,28,7,0.25,81,33,0.407,31,25,0.806,2016-02-21,0021500829,TOR vs. MEM,240,9,22,13,98,47,22015,4,TOR,1610612761,Toronto Raptors,14,1,W
2145,12,3,33,14,5,0.357,79,33,0.418,39,32,0.821,2015-11-04,0021500066,TOR @ OKC,240,12,16,5,103,45,22015,14,TOR,1610612761,Toronto Raptors,15,1,W
2158,16,4,38,21,8,0.381,84,32,0.381,20,15,0.75,2016-04-07,0021501173,TOR @ ATL,240,8,16,-8,87,46,22015,10,TOR,1610612761,Toronto Raptors,12,1,L
2174,11,5,42,22,7,0.318,88,32,0.364,38,30,0.789,2016-03-17,0021501012,TOR @ IND,265,15,21,7,101,57,22015,5,TOR,1610612761,Toronto Raptors,15,1,W
2229,14,9,33,22,7,0.318,78,32,0.41,34,25,0.735,2015-12-13,0021500355,TOR vs. PHI,240,8,15,20,96,41,22015,11,TOR,1610612761,Toronto Raptors,10,1,W
2264,13,7,37,22,6,0.273,89,31,0.348,20,11,0.55,2016-03-23,0021501057,TOR @ BOS,240,15,15,-12,79,52,22015,3,TOR,1610612761,Toronto Raptors,12,1,L
2303,17,7,42,24,11,0.458,72,31,0.431,14,11,0.786,2015-11-28,0021500239,TOR @ WAS,240,6,21,2,84,48,22015,8,TOR,1610612761,Toronto Raptors,22,1,W
2329,16,12,30,28,12,0.429,71,30,0.423,29,27,0.931,2016-04-01,0021501132,TOR @ MEM,240,11,19,4,99,41,22015,8,TOR,1610612761,Toronto Raptors,18,1,W
2374,13,5,29,23,5,0.217,86,30,0.349,29,22,0.759,2015-11-06,0021500075,TOR @ ORL,240,15,18,-5,87,44,22015,5,TOR,1610612761,Toronto Raptors,10,1,L
2385,13,6,26,25,8,0.32,78,29,0.372,39,27,0.692,2016-02-01,0021500727,TOR @ DEN,240,9,17,-19,93,35,22015,13,TOR,1610612761,Toronto Raptors,12,1,L
2397,10,6,30,28,10,0.357,79,29,0.367,26,22,0.846,2015-12-14,0021500357,TOR @ IND,240,15,21,-16,90,45,22015,9,TOR,1610612761,Toronto Raptors,21,1,L
2402,15,0,32,17,4,0.235,78,29,0.372,31,29,0.935,2015-11-22,0021500196,TOR @ LAC,240,14,19,11,91,46,22015,8,TOR,1610612761,Toronto Raptors,16,1,W
2421,14,6,40,24,6,0.25,82,28,0.341,39,32,0.821,2015-12-30,0021500477,TOR vs. WAS,240,15,16,3,94,55,22015,5,TOR,1610612761,Toronto Raptors,18,1,W
2436,17,5,31,19,3,0.158,71,28,0.394,22,17,0.773,2015-11-08,0021500096,TOR @ MIA,240,7,21,-20,76,38,22015,8,TOR,1610612761,Toronto Raptors,18,1,L
2,28,4,45,29,8,0.276,124,56,0.452,46,27,0.587,2015-12-18,0021500391,DET @ CHI,340,19,35,3,147,64,22015,7,DET,1610612765,Detroit Pistons,11,1,W
34,26,3,40,18,9,0.5,91,49,0.538,22,18,0.818,2016-03-12,0021500976,DET @ PHI,240,12,20,14,125,52,22015,6,DET,1610612765,Detroit Pistons,13,1,W
111,22,11,40,23,8,0.348,101,47,0.465,20,11,0.55,2016-01-16,0021500605,DET vs. GSW,240,17,22,18,113,57,22015,8,DET,1610612765,Detroit Pistons,11,1,W
124,16,5,28,30,11,0.367,96,47,0.49,22,15,0.682,2015-11-08,0021500098,DET @ POR,240,18,16,17,120,46,22015,13,DET,1610612765,Detroit Pistons,9,1,W
137,30,4,30,24,10,0.417,94,46,0.489,21,13,0.619,2016-03-19,0021501030,DET vs. BKN,240,15,17,12,115,45,22015,5,DET,1610612765,Detroit Pistons,8,1,W
236,26,6,36,29,13,0.448,90,45,0.5,19,15,0.789,2015-12-12,0021500346,DET vs. IND,240,10,18,22,118,46,22015,11,DET,1610612765,Detroit Pistons,14,1,W
239,22,8,32,23,8,0.348,85,45,0.529,37,18,0.486,2015-11-30,0021500254,DET vs. HOU,240,14,19,11,116,46,22015,8,DET,1610612765,Detroit Pistons,12,1,W
267,25,6,33,26,12,0.462,92,44,0.478,18,15,0.833,2016-03-18,0021501022,DET vs. SAC,240,16,22,7,115,49,22015,7,DET,1610612765,Detroit Pistons,17,1,W
273,22,1,35,22,12,0.545,84,44,0.524,28,23,0.821,2016-03-06,0021500934,DET vs. POR,240,10,23,20,123,45,22015,7,DET,1610612765,Detroit Pistons,12,1,W
328,24,1,37,27,12,0.444,87,44,0.506,44,27,0.614,2015-12-02,0021500270,DET vs. PHX,265,13,20,5,127,50,22015,10,DET,1610612765,Detroit Pistons,20,1,W
359,30,5,36,24,11,0.458,80,43,0.538,25,21,0.84,2016-03-23,0021501058,DET vs. ORL,240,9,15,16,118,45,22015,4,DET,1610612765,Detroit Pistons,16,1,W
421,23,5,36,27,8,0.296,92,43,0.467,14,9,0.643,2016-01-09,0021500553,DET vs. BKN,240,11,12,14,103,47,22015,10,DET,1610612765,Detroit Pistons,11,1,W
423,25,6,36,30,14,0.467,88,43,0.489,21,15,0.714,2016-01-04,0021500514,DET vs. ORL,240,18,18,26,115,54,22015,6,DET,1610612765,Detroit Pistons,10,1,W
449,18,9,31,27,10,0.37,93,43,0.462,16,11,0.688,2015-12-11,0021500335,DET @ PHI,240,17,21,12,107,48,22015,9,DET,1610612765,Detroit Pistons,14,1,W
491,22,6,47,30,8,0.267,91,42,0.462,26,20,0.769,2016-03-25,0021501074,DET vs. CHA,240,15,22,7,112,62,22015,4,DET,1610612765,Detroit Pistons,14,1,W
538,18,4,30,30,10,0.333,98,42,0.429,16,11,0.688,2016-02-01,0021500722,DET @ BKN,240,19,15,5,105,49,22015,5,DET,1610612765,Detroit Pistons,9,1,W
546,18,2,30,26,5,0.192,95,42,0.442,20,12,0.6,2016-01-18,0021500619,DET vs. CHI,240,20,16,-10,101,50,22015,8,DET,1610612765,Detroit Pistons,11,1,L
670,28,1,31,23,12,0.522,71,41,0.577,27,20,0.741,2016-02-28,0021500879,DET vs. TOR,240,7,20,13,114,38,22015,2,DET,1610612765,Detroit Pistons,12,1,W
716,24,3,40,35,14,0.4,86,41,0.477,28,19,0.679,2015-12-31,0021500486,DET vs. MIN,240,12,16,25,115,52,22015,7,DET,1610612765,Detroit Pistons,17,1,W
744,20,1,44,24,9,0.375,93,41,0.441,26,20,0.769,2015-12-06,0021500301,DET vs. LAL,240,17,21,20,111,61,22015,11,DET,1610612765,Detroit Pistons,17,1,W
749,24,7,36,31,16,0.516,98,41,0.418,7,6,0.857,2015-11-25,0021500218,DET vs. MIA,240,18,16,23,104,54,22015,6,DET,1610612765,Detroit Pistons,7,1,W
847,17,3,38,17,9,0.529,79,40,0.506,33,22,0.667,2016-02-04,0021500746,DET vs. NYK,240,4,22,6,111,42,22015,7,DET,1610612765,Detroit Pistons,13,1,W
860,20,4,30,23,7,0.304,84,40,0.476,26,19,0.731,2016-01-29,0021500699,DET vs. CLE,240,9,24,-8,106,39,22015,5,DET,1610612765,Detroit Pistons,9,1,L
864,23,5,40,29,11,0.379,84,40,0.476,19,10,0.526,2016-01-23,0021500661,DET @ DEN,240,11,22,-3,101,51,22015,4,DET,1610612765,Detroit Pistons,16,1,L
932,13,5,37,28,6,0.214,87,40,0.46,13,10,0.769,2015-11-20,0021500181,DET @ MIN,240,8,23,10,96,45,22015,11,DET,1610612765,Detroit Pistons,14,1,W
942,15,3,29,19,6,0.316,85,40,0.471,15,9,0.6,2015-11-09,0021500104,DET @ GSW,240,12,14,-14,95,41,22015,9,DET,1610612765,Detroit Pistons,20,1,L
969,24,6,32,27,11,0.407,86,39,0.453,31,19,0.613,2016-04-06,0021501166,DET @ ORL,240,12,16,4,108,44,22015,9,DET,1610612765,Detroit Pistons,12,1,W
999,23,4,39,25,8,0.32,84,39,0.464,39,28,0.718,2016-03-16,0021501007,DET vs. ATL,240,9,25,-4,114,48,22015,3,DET,1610612765,Detroit Pistons,14,1,L
1028,22,1,40,28,11,0.393,83,39,0.47,34,22,0.647,2016-02-24,0021500847,DET vs. PHI,240,10,19,20,111,50,22015,10,DET,1610612765,Detroit Pistons,16,1,W
1054,9,6,29,29,9,0.31,87,39,0.448,34,20,0.588,2016-01-30,0021500708,DET @ TOR,240,10,29,-4,107,39,22015,10,DET,1610612765,Detroit Pistons,12,1,L
1058,15,2,30,21,5,0.238,91,39,0.429,38,27,0.711,2016-01-27,0021500686,DET vs. PHI,240,21,19,13,110,51,22015,9,DET,1610612765,Detroit Pistons,14,1,W
1151,18,2,41,28,6,0.214,104,39,0.375,28,14,0.5,2015-10-30,0021500025,DET vs. CHI,265,20,19,4,98,61,22015,9,DET,1610612765,Detroit Pistons,15,1,W
1190,19,3,36,27,9,0.333,85,38,0.447,30,17,0.567,2016-03-09,0021500954,DET @ DAL,240,15,14,6,102,51,22015,7,DET,1610612765,Detroit Pistons,14,1,W
1212,21,8,35,27,10,0.37,88,38,0.432,7,6,0.857,2016-02-10,0021500794,DET vs. DEN,240,7,19,-11,92,42,22015,5,DET,1610612765,Detroit Pistons,14,1,L
1214,14,3,27,33,12,0.364,79,38,0.481,31,16,0.516,2016-02-06,0021500762,DET @ IND,240,11,26,-8,104,38,22015,7,DET,1610612765,Detroit Pistons,14,1,L
1238,17,2,26,30,7,0.233,91,38,0.418,20,16,0.8,2016-01-21,0021500641,DET @ NOP,240,18,14,-16,99,44,22015,5,DET,1610612765,Detroit Pistons,15,1,L
1239,23,7,38,30,12,0.4,80,38,0.475,59,35,0.593,2016-01-20,0021500635,DET @ HOU,240,14,17,9,123,52,22015,8,DET,1610612765,Detroit Pistons,10,1,W
1248,22,2,30,23,6,0.261,91,38,0.418,26,17,0.654,2016-01-12,0021500570,DET vs. SAS,240,11,24,-10,99,41,22015,8,DET,1610612765,Detroit Pistons,12,1,L
1277,18,9,33,21,7,0.333,89,38,0.427,33,17,0.515,2015-12-23,0021500429,DET @ ATL,240,13,20,-7,100,46,22015,7,DET,1610612765,Detroit Pistons,14,1,L
1285,13,4,29,21,11,0.524,78,38,0.487,43,32,0.744,2015-12-16,0021500374,DET vs. BOS,240,7,22,3,119,36,22015,5,DET,1610612765,Detroit Pistons,12,1,W
1350,24,11,38,33,16,0.485,85,37,0.435,28,22,0.786,2016-04-13,0021501220,DET @ CLE,265,9,15,2,112,47,22015,5,DET,1610612765,Detroit Pistons,12,1,W
1422,24,2,29,30,12,0.4,88,37,0.42,24,16,0.667,2016-02-27,0021500873,DET @ MIL,240,17,18,11,102,46,22015,13,DET,1610612765,Detroit Pistons,11,1,W
1434,17,3,37,25,8,0.32,80,37,0.463,21,14,0.667,2016-02-22,0021500833,DET @ CLE,240,6,15,8,96,43,22015,10,DET,1610612765,Detroit Pistons,15,1,W
1437,18,6,30,33,12,0.364,89,37,0.416,32,20,0.625,2016-02-21,0021500823,DET vs. NOP,240,11,25,-5,106,41,22015,9,DET,1610612765,Detroit Pistons,11,1,L
1468,18,2,27,32,15,0.469,72,37,0.514,17,12,0.706,2016-01-14,0021500589,DET @ MEM,240,8,21,-2,101,35,22015,3,DET,1610612765,Detroit Pistons,20,1,L
1487,21,4,24,27,10,0.37,89,37,0.416,17,12,0.706,2015-12-29,0021500469,DET @ NYK,240,15,14,-12,96,39,22015,6,DET,1610612765,Detroit Pistons,10,1,L
1504,17,0,39,19,6,0.316,89,37,0.416,31,23,0.742,2015-12-14,0021500359,DET vs. LAC,265,15,21,-2,103,54,22015,8,DET,1610612765,Detroit Pistons,19,1,L
1510,17,6,30,29,8,0.276,87,37,0.425,15,10,0.667,2015-12-09,0021500322,DET vs. MEM,240,13,16,-1,92,43,22015,9,DET,1610612765,Detroit Pistons,13,1,L
1555,15,3,41,22,8,0.364,74,37,0.5,36,18,0.5,2015-11-06,0021500082,DET @ PHX,240,6,21,8,100,47,22015,8,DET,1610612765,Detroit Pistons,16,1,W
1571,23,3,36,29,12,0.414,96,37,0.385,26,20,0.769,2015-10-27,0021500001,DET @ ATL,240,23,15,12,106,59,22015,5,DET,1610612765,Detroit Pistons,15,1,W
1578,17,2,37,32,14,0.438,77,36,0.468,29,26,0.897,2016-04-08,0021501182,DET vs. WAS,240,7,18,13,112,44,22015,5,DET,1610612765,Detroit Pistons,13,1,W
1607,19,4,30,30,9,0.3,76,36,0.474,27,22,0.815,2016-03-11,0021500963,DET @ CHA,240,3,21,-15,103,33,22015,7,DET,1610612765,Detroit Pistons,12,1,L
1613,13,1,28,26,6,0.231,92,36,0.391,15,11,0.733,2016-03-05,0021500923,DET @ NYK,240,14,21,-13,89,42,22015,6,DET,1610612765,Detroit Pistons,9,1,L
1632,22,2,28,28,8,0.286,80,36,0.45,17,9,0.529,2016-02-08,0021500779,DET vs. TOR,240,11,18,-14,89,39,22015,7,DET,1610612765,Detroit Pistons,16,1,L
1722,20,2,30,26,8,0.308,79,36,0.456,21,15,0.714,2015-11-21,0021500192,DET vs. WAS,240,8,17,-2,95,38,22015,3,DET,1610612765,Detroit Pistons,13,1,L
1725,20,1,37,21,7,0.333,84,36,0.429,31,25,0.806,2015-11-17,0021500160,DET vs. CLE,240,11,15,5,104,48,22015,11,DET,1610612765,Detroit Pistons,13,1,W
1777,18,3,29,33,9,0.273,85,35,0.412,17,13,0.765,2016-03-21,0021501047,DET vs. MIL,240,10,14,1,92,39,22015,6,DET,1610612765,Detroit Pistons,12,1,W
1812,13,3,35,23,7,0.304,82,35,0.427,17,9,0.529,2016-02-19,0021500806,DET @ WAS,240,6,20,-12,86,41,22015,2,DET,1610612765,Detroit Pistons,13,1,L
1857,16,2,33,25,6,0.24,91,35,0.385,25,17,0.68,2015-12-26,0021500446,DET vs. BOS,240,18,24,-6,93,51,22015,11,DET,1610612765,Detroit Pistons,16,1,L
1859,16,3,31,30,15,0.5,78,35,0.449,14,8,0.571,2015-12-22,0021500420,DET @ MIA,240,12,11,1,93,43,22015,3,DET,1610612765,Detroit Pistons,16,1,W
1897,16,2,34,27,7,0.259,96,35,0.365,15,8,0.533,2015-11-15,0021500151,DET @ LAL,240,12,25,-12,85,46,22015,7,DET,1610612765,Detroit Pistons,12,1,L
1915,15,4,30,18,5,0.278,84,34,0.405,30,20,0.667,2016-04-12,0021501213,DET vs. MIA,240,18,17,-6,93,48,22015,9,DET,1610612765,Detroit Pistons,16,1,L
