,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,GAME_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,REB,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,VIDEO_AVAILABLE,WL
2217,23,2,34,15,7,0.467,74,32,0.432,26,17,0.654,2015-12-25,0021500439,HOU vs. SAS,240,8,17,4,88,42,22015,8,HOU,1610612745,Houston Rockets,17,1,W
2245,22,6,38,44,14,0.318,92,32,0.348,35,30,0.857,2015-11-18,0021500170,HOU vs. POR,265,13,20,5,108,51,22015,11,HOU,1610612745,Houston Rockets,18,1,W
2247,22,5,31,34,9,0.265,84,32,0.381,32,25,0.781,2015-11-14,0021500140,HOU vs. DAL,240,12,23,-12,98,43,22015,9,HOU,1610612745,Houston Rockets,14,1,L
2253,20,3,31,36,10,0.278,79,32,0.405,18,15,0.833,2015-11-01,0021500041,HOU @ MIA,240,3,23,-20,89,34,22015,9,HOU,1610612745,Houston Rockets,18,1,L
2365,19,7,31,34,10,0.294,71,30,0.423,27,23,0.852,2015-11-25,0021500220,HOU vs. MEM,240,6,22,-9,93,37,22015,14,HOU,1610612745,Houston Rockets,20,1,L
2377,19,9,37,23,5,0.217,82,30,0.366,36,27,0.75,2015-10-30,0021500030,HOU vs. GSW,240,12,20,-20,92,49,22015,3,HOU,1610612745,Houston Rockets,17,1,L
2380,17,8,29,35,8,0.229,87,30,0.345,26,17,0.654,2015-10-28,0021500010,HOU vs. DEN,240,15,19,-20,85,44,22015,13,HOU,1610612745,Houston Rockets,17,1,L
2415,14,11,28,30,8,0.267,73,28,0.384,52,35,0.673,2016-01-27,0021500689,HOU @ SAS,240,12,22,-31,99,40,22015,7,HOU,1610612745,Houston Rockets,15,1,L
2433,15,9,40,29,6,0.207,74,28,0.378,37,22,0.595,2015-11-20,0021500180,HOU @ MEM,240,9,23,-12,84,49,22015,11,HOU,1610612745,Houston Rockets,23,1,L
2450,15,6,30,25,6,0.24,74,26,0.351,29,19,0.655,2016-01-15,0021500601,HOU vs. CLE,240,10,20,-14,77,40,22015,10,HOU,1610612745,Houston Rockets,19,1,L
2455,13,4,31,36,7,0.194,77,25,0.325,30,22,0.733,2016-02-06,0021500760,HOU vs. POR,240,12,21,-17,79,43,22015,13,HOU,1610612745,Houston Rockets,23,1,L
