,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,GAME_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,REB,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,VIDEO_AVAILABLE,WL
1121,24,5,32,22,8,0.364,75,39,0.52,33,21,0.636,2015-11-29,0021500247,LAC vs. MIN,240,7,21,8,107,39,22015,3,LAC,1610612746,Los Angeles Clippers,13,1,W
1150,25,9,35,17,4,0.235,76,39,0.513,46,32,0.696,2015-10-31,0021500038,LAC vs. SAC,240,6,22,5,114,41,22015,4,LAC,1610612746,Los Angeles Clippers,17,1,W
1175,24,11,27,28,10,0.357,80,38,0.475,26,19,0.731,2016-03-27,0021501092,LAC vs. DEN,240,17,19,15,105,44,22015,13,LAC,1610612746,Los Angeles Clippers,15,1,W
1184,23,9,34,29,13,0.448,85,38,0.447,16,12,0.75,2016-03-11,0021500972,LAC vs. NYK,240,10,22,7,101,44,22015,8,LAC,1610612746,Los Angeles Clippers,14,1,W
1240,24,4,32,39,13,0.333,96,38,0.396,19,14,0.737,2016-01-16,0021500609,LAC vs. SAC,240,14,24,-7,103,46,22015,6,LAC,1610612746,Los Angeles Clippers,11,1,L
1272,24,6,27,26,13,0.5,79,38,0.481,24,20,0.833,2015-12-26,0021500452,LAC @ UTA,240,7,23,5,109,34,22015,9,LAC,1610612746,Los Angeles Clippers,13,1,W
1276,22,3,37,26,10,0.385,85,38,0.447,11,8,0.727,2015-12-25,0021500440,LAC @ LAL,240,8,20,10,94,45,22015,10,LAC,1610612746,Los Angeles Clippers,16,1,W
1293,27,8,39,28,12,0.429,81,38,0.469,36,21,0.583,2015-12-09,0021500324,LAC @ MIL,240,12,16,14,109,51,22015,7,LAC,1610612746,Los Angeles Clippers,14,1,W
1297,21,9,30,25,8,0.32,86,38,0.442,29,26,0.897,2015-12-07,0021500311,LAC @ MIN,240,13,26,4,110,43,22015,10,LAC,1610612746,Los Angeles Clippers,18,1,W
1310,18,7,24,12,4,0.333,75,38,0.507,17,11,0.647,2015-11-25,0021500226,LAC vs. UTA,240,11,22,-11,91,35,22015,11,LAC,1610612746,Los Angeles Clippers,19,1,L
1315,24,5,32,24,7,0.292,86,38,0.442,16,8,0.5,2015-11-20,0021500186,LAC @ POR,240,10,24,-11,91,42,22015,6,LAC,1610612746,Los Angeles Clippers,13,1,L
1347,21,8,45,31,8,0.258,87,38,0.437,33,20,0.606,2015-10-29,0021500020,LAC vs. DAL,240,8,17,16,104,53,22015,6,LAC,1610612746,Los Angeles Clippers,8,1,W
1357,25,6,36,18,9,0.5,76,37,0.487,37,15,0.405,2016-04-10,0021501196,LAC vs. DAL,240,6,20,7,98,42,22015,11,LAC,1610612746,Los Angeles Clippers,11,1,W
1360,16,3,36,29,13,0.448,83,37,0.446,19,15,0.789,2016-04-08,0021501187,LAC @ UTA,265,8,20,3,102,44,22015,13,LAC,1610612746,Los Angeles Clippers,14,1,W
1363,23,6,39,25,7,0.28,83,37,0.446,14,10,0.714,2016-04-06,0021501172,LAC @ LAL,240,10,17,10,91,49,22015,10,LAC,1610612746,Los Angeles Clippers,11,1,W
1373,26,9,34,31,9,0.29,84,37,0.44,18,16,0.889,2016-03-30,0021501116,LAC @ MIN,240,7,17,20,99,41,22015,8,LAC,1610612746,Los Angeles Clippers,8,1,W
1388,21,5,36,19,4,0.211,82,37,0.451,28,18,0.643,2016-03-24,0021501072,LAC vs. POR,240,11,29,2,96,47,22015,9,LAC,1610612746,Los Angeles Clippers,16,1,W
1448,17,5,35,25,9,0.36,81,37,0.457,33,17,0.515,2016-02-07,0021500772,LAC @ MIA,240,7,25,7,100,42,22015,8,LAC,1610612746,Los Angeles Clippers,6,1,W
1486,27,7,31,30,15,0.5,71,37,0.521,41,33,0.805,2015-12-30,0021500474,LAC @ CHA,240,8,26,5,122,39,22015,7,LAC,1610612746,Los Angeles Clippers,13,1,W
1513,25,2,35,31,12,0.387,82,37,0.451,25,17,0.68,2015-12-05,0021500298,LAC vs. ORL,240,10,15,2,103,45,22015,5,LAC,1610612746,Los Angeles Clippers,14,1,W
1533,24,8,32,20,8,0.4,79,37,0.468,47,29,0.617,2015-11-24,0021500212,LAC @ DEN,240,11,25,17,111,43,22015,10,LAC,1610612746,Los Angeles Clippers,7,1,W
1545,23,4,31,19,7,0.368,79,37,0.468,26,20,0.769,2015-11-14,0021500138,LAC vs. DET,240,11,23,5,101,42,22015,6,LAC,1610612746,Los Angeles Clippers,14,1,W
1550,21,2,28,27,12,0.444,86,37,0.43,33,22,0.667,2015-11-11,0021500118,LAC @ DAL,240,13,24,-10,108,41,22015,4,LAC,1610612746,Los Angeles Clippers,10,1,L
1564,20,5,43,26,8,0.308,81,37,0.457,23,20,0.87,2015-11-02,0021500052,LAC vs. PHX,240,3,18,6,102,46,22015,4,LAC,1610612746,Los Angeles Clippers,11,1,W
1598,21,7,38,28,8,0.286,85,36,0.424,27,18,0.667,2016-03-23,0021501066,LAC @ GSW,240,8,22,-16,98,46,22015,8,LAC,1610612746,Los Angeles Clippers,10,1,L
1651,19,3,27,25,6,0.24,80,36,0.45,36,24,0.667,2016-01-21,0021500640,LAC @ CLE,240,8,21,-13,102,35,22015,9,LAC,1610612746,Los Angeles Clippers,9,1,L
1688,23,8,31,24,10,0.417,72,36,0.5,40,25,0.625,2015-12-18,0021500393,LAC @ SAS,240,6,22,-8,107,37,22015,6,LAC,1610612746,Los Angeles Clippers,11,1,L
1691,25,4,30,21,11,0.524,75,36,0.48,24,20,0.833,2015-12-16,0021500382,LAC vs. MIL,240,10,10,13,103,40,22015,7,LAC,1610612746,Los Angeles Clippers,16,1,W
1815,21,4,38,22,5,0.227,95,35,0.368,31,23,0.742,2016-02-08,0021500777,LAC @ PHI,265,14,22,6,98,52,22015,12,LAC,1610612746,Los Angeles Clippers,12,1,W
1850,24,6,34,34,10,0.294,90,35,0.389,19,15,0.789,2015-12-31,0021500487,LAC @ NOP,240,13,14,6,95,47,22015,8,LAC,1610612746,Los Angeles Clippers,12,1,W
1943,22,10,35,32,12,0.375,79,34,0.43,28,17,0.607,2016-03-05,0021500929,LAC vs. ATL,240,6,20,-10,97,41,22015,10,LAC,1610612746,Los Angeles Clippers,19,1,L
1963,21,3,27,26,8,0.308,76,34,0.447,30,18,0.6,2016-01-24,0021500666,LAC @ TOR,240,7,28,-18,94,34,22015,6,LAC,1610612746,Los Angeles Clippers,13,1,L
1989,21,6,31,38,11,0.289,86,34,0.395,29,18,0.621,2015-12-19,0021500401,LAC @ HOU,240,7,36,-10,97,38,22015,10,LAC,1610612746,Los Angeles Clippers,12,1,L
2049,21,5,28,39,10,0.256,82,33,0.402,42,29,0.69,2016-03-20,0021501040,LAC @ NOP,240,7,28,-4,105,35,22015,12,LAC,1610612746,Los Angeles Clippers,14,1,L
2068,20,6,24,32,11,0.344,75,33,0.44,34,25,0.735,2016-02-03,0021500745,LAC vs. MIN,240,11,22,-6,102,35,22015,10,LAC,1610612746,Los Angeles Clippers,13,1,L
2073,18,5,37,27,5,0.185,85,33,0.388,21,14,0.667,2016-01-27,0021500687,LAC @ ATL,240,9,14,2,85,46,22015,16,LAC,1610612746,Los Angeles Clippers,12,1,W
2120,26,5,37,19,8,0.421,85,33,0.388,56,28,0.5,2015-11-30,0021500261,LAC vs. POR,240,18,22,15,102,55,22015,7,LAC,1610612746,Los Angeles Clippers,12,1,W
2175,15,4,22,19,8,0.421,69,32,0.464,22,15,0.682,2016-03-15,0021501001,LAC @ SAS,240,5,17,-21,87,27,22015,5,LAC,1610612746,Los Angeles Clippers,15,1,L
2178,23,4,29,32,10,0.313,79,32,0.405,19,16,0.842,2016-03-13,0021500983,LAC vs. CLE,240,5,23,-24,90,34,22015,5,LAC,1610612746,Los Angeles Clippers,10,1,L
2199,16,5,35,37,15,0.405,78,32,0.41,24,12,0.5,2016-01-26,0021500676,LAC @ IND,240,9,20,2,91,44,22015,9,LAC,1610612746,Los Angeles Clippers,15,1,W
2266,18,8,26,30,12,0.4,66,31,0.47,39,28,0.718,2016-03-19,0021501035,LAC @ MEM,240,4,27,-11,102,30,22015,8,LAC,1610612746,Los Angeles Clippers,14,1,L
2336,19,9,38,46,13,0.283,85,30,0.353,14,8,0.571,2016-02-24,0021500853,LAC vs. DEN,240,9,20,-6,81,47,22015,13,LAC,1610612746,Los Angeles Clippers,17,1,L
2359,22,4,37,22,10,0.455,88,30,0.341,12,10,0.833,2015-12-10,0021500330,LAC @ CHI,240,15,15,-3,80,52,22015,4,LAC,1610612746,Los Angeles Clippers,13,1,L
2362,19,2,30,27,6,0.222,79,30,0.38,39,25,0.641,2015-12-02,0021500276,LAC vs. IND,240,10,31,-12,91,40,22015,4,LAC,1610612746,Los Angeles Clippers,15,0,L
2403,21,9,30,32,7,0.219,74,29,0.392,20,15,0.75,2015-11-22,0021500196,LAC vs. TOR,240,12,30,-11,80,42,22015,9,LAC,1610612746,Los Angeles Clippers,20,1,L
2435,14,8,32,19,5,0.263,68,28,0.412,37,33,0.892,2015-11-09,0021500105,LAC vs. MEM,240,8,20,2,94,40,22015,5,LAC,1610612746,Los Angeles Clippers,18,1,W
62,26,4,37,27,13,0.481,85,48,0.565,29,19,0.655,2016-02-24,0021500851,MEM vs. LAL,240,9,20,9,128,46,22015,6,MEM,1610612763,Memphis Grizzlies,9,1,W
90,27,7,40,14,6,0.429,96,47,0.49,32,21,0.656,2016-03-11,0021500967,MEM vs. NOP,265,10,26,7,121,50,22015,14,MEM,1610612763,Memphis Grizzlies,10,1,W
206,26,2,25,20,9,0.45,86,45,0.523,12,10,0.833,2016-02-10,0021500793,MEM @ BKN,240,10,18,19,109,35,22015,15,MEM,1610612763,Memphis Grizzlies,12,1,W
233,30,4,34,16,6,0.375,80,45,0.563,22,16,0.727,2015-12-27,0021500455,MEM vs. LAL,240,7,22,16,112,41,22015,11,MEM,1610612763,Memphis Grizzlies,11,1,W
264,23,4,23,18,7,0.389,83,44,0.53,13,9,0.692,2016-03-25,0021501078,MEM @ SAS,240,8,19,-6,104,31,22015,11,MEM,1610612763,Memphis Grizzlies,11,1,L
268,22,8,24,20,4,0.2,100,44,0.44,21,16,0.762,2016-03-16,0021501008,MEM vs. MIN,240,27,21,-6,108,51,22015,3,MEM,1610612763,Memphis Grizzlies,13,1,L
288,27,4,44,23,9,0.391,88,44,0.5,23,13,0.565,2016-02-06,0021500765,MEM vs. DAL,265,7,24,-4,110,51,22015,3,MEM,1610612763,Memphis Grizzlies,11,1,L
319,26,5,33,15,10,0.667,78,44,0.564,15,14,0.933,2015-12-14,0021500362,MEM vs. WAS,240,6,18,17,112,39,22015,8,MEM,1610612763,Memphis Grizzlies,17,1,W
373,24,7,37,32,13,0.406,85,43,0.506,15,13,0.867,2016-02-26,0021500868,MEM @ LAL,240,10,26,17,112,47,22015,6,MEM,1610612763,Memphis Grizzlies,13,1,W
387,18,3,34,19,7,0.368,86,43,0.5,19,13,0.684,2016-02-08,0021500781,MEM vs. POR,265,5,24,-6,106,39,22015,5,MEM,1610612763,Memphis Grizzlies,16,1,L
391,27,5,37,16,9,0.563,71,43,0.606,18,15,0.833,2016-02-01,0021500724,MEM @ NOP,240,3,21,15,110,40,22015,4,MEM,1610612763,Memphis Grizzlies,14,1,W
398,25,5,36,18,6,0.333,100,43,0.43,25,16,0.64,2016-01-25,0021500670,MEM vs. ORL,265,18,16,6,108,54,22015,12,MEM,1610612763,Memphis Grizzlies,10,1,W
454,21,4,36,10,2,0.2,90,43,0.478,26,25,0.962,2015-12-01,0021500266,MEM @ NOP,240,13,23,9,113,49,22015,3,MEM,1610612763,Memphis Grizzlies,6,1,W
477,25,1,27,24,8,0.333,98,42,0.429,16,12,0.75,2016-04-13,0021501227,MEM @ GSW,240,13,18,-21,104,40,22015,12,MEM,1610612763,Memphis Grizzlies,13,1,L
627,22,4,34,21,8,0.381,89,41,0.461,26,17,0.654,2016-04-03,0021501148,MEM @ ORL,240,12,21,-12,107,46,22015,4,MEM,1610612763,Memphis Grizzlies,14,1,L
635,18,4,26,19,6,0.316,95,41,0.432,27,17,0.63,2016-03-30,0021501114,MEM vs. DEN,240,20,19,-4,105,46,22015,5,MEM,1610612763,Memphis Grizzlies,10,1,L
657,23,8,26,20,6,0.3,86,41,0.477,22,18,0.818,2016-03-07,0021500938,MEM @ CLE,240,9,26,3,106,35,22015,16,MEM,1610612763,Memphis Grizzlies,17,1,W
689,23,9,30,18,8,0.444,79,41,0.519,37,31,0.838,2016-01-30,0021500712,MEM vs. SAC,240,2,26,4,121,32,22015,15,MEM,1610612763,Memphis Grizzlies,13,1,W
739,23,4,37,15,4,0.267,88,41,0.466,13,7,0.538,2015-12-09,0021500322,MEM @ DET,240,16,15,1,93,53,22015,4,MEM,1610612763,Memphis Grizzlies,17,1,W
770,26,5,30,16,7,0.438,82,41,0.5,29,23,0.793,2015-10-29,0021500018,MEM @ IND,240,12,25,9,112,42,22015,12,MEM,1610612763,Memphis Grizzlies,14,1,W
795,23,2,20,15,4,0.267,80,40,0.5,23,16,0.696,2016-03-22,0021501055,MEM @ LAL,240,13,26,-7,100,33,22015,13,MEM,1610612763,Memphis Grizzlies,20,1,L
799,23,5,26,15,4,0.267,82,40,0.488,36,29,0.806,2016-03-19,0021501035,MEM vs. LAC,240,18,28,11,113,44,22015,9,MEM,1610612763,Memphis Grizzlies,13,1,W
839,17,5,31,21,7,0.333,82,40,0.488,28,22,0.786,2016-02-19,0021500810,MEM vs. MIN,240,11,24,5,109,42,22015,13,MEM,1610612763,Memphis Grizzlies,14,1,W
894,26,3,27,15,5,0.333,85,40,0.471,24,19,0.792,2015-12-22,0021500419,MEM @ PHI,240,9,23,14,104,36,22015,16,MEM,1610612763,Memphis Grizzlies,12,1,W
903,23,3,28,19,7,0.368,77,40,0.519,14,10,0.714,2015-12-13,0021500354,MEM @ MIA,240,5,21,-3,97,33,22015,10,MEM,1610612763,Memphis Grizzlies,14,1,L
936,21,6,30,17,9,0.529,71,40,0.563,27,25,0.926,2015-11-15,0021500146,MEM @ MIN,240,4,16,8,114,34,22015,7,MEM,1610612763,Memphis Grizzlies,16,1,W
950,23,7,38,20,3,0.15,83,40,0.482,25,20,0.8,2015-11-03,0021500058,MEM @ SAC,240,12,31,14,103,50,22015,5,MEM,1610612763,Memphis Grizzlies,17,1,W
970,18,1,30,19,7,0.368,87,39,0.448,26,23,0.885,2016-04-05,0021501158,MEM vs. CHI,240,12,15,16,108,42,22015,13,MEM,1610612763,Memphis Grizzlies,11,1,W
992,18,4,35,20,8,0.4,90,39,0.433,19,17,0.895,2016-03-21,0021501051,MEM @ PHX,240,10,27,6,103,45,22015,10,MEM,1610612763,Memphis Grizzlies,13,1,W
1067,24,5,31,10,5,0.5,82,39,0.476,26,20,0.769,2016-01-16,0021500607,MEM vs. NYK,240,13,19,8,103,44,22015,2,MEM,1610612763,Memphis Grizzlies,9,1,W
1125,21,3,32,16,3,0.188,80,39,0.488,23,21,0.913,2015-11-25,0021500220,MEM @ HOU,240,9,23,9,102,41,22015,8,MEM,1610612763,Memphis Grizzlies,17,1,W
1230,28,5,28,28,10,0.357,80,38,0.475,20,17,0.85,2016-01-28,0021500695,MEM vs. MIL,240,9,23,20,103,37,22015,7,MEM,1610612763,Memphis Grizzlies,11,1,W
1264,25,6,30,15,4,0.267,87,38,0.437,20,19,0.95,2015-12-29,0021500471,MEM vs. MIA,265,16,18,9,99,46,22015,4,MEM,1610612763,Memphis Grizzlies,10,1,W
1358,19,4,37,21,7,0.333,96,37,0.385,20,18,0.9,2016-04-09,0021501190,MEM vs. GSW,240,17,16,-1,99,54,22015,8,MEM,1610612763,Memphis Grizzlies,7,1,L
1367,16,7,24,19,7,0.368,91,37,0.407,17,14,0.824,2016-04-01,0021501132,MEM vs. TOR,240,18,25,-4,95,42,22015,13,MEM,1610612763,Memphis Grizzlies,14,1,L
1416,14,5,33,18,4,0.222,81,37,0.457,19,16,0.842,2016-03-04,0021500918,MEM vs. UTA,240,9,22,6,94,42,22015,8,MEM,1610612763,Memphis Grizzlies,11,1,W
1460,22,3,24,19,9,0.474,79,37,0.468,22,18,0.818,2016-01-23,0021500658,MEM @ MIN,240,10,23,-5,101,34,22015,9,MEM,1610612763,Memphis Grizzlies,14,1,L
1467,21,3,24,16,9,0.563,76,37,0.487,25,20,0.8,2016-01-14,0021500589,MEM vs. DET,240,5,19,2,103,29,22015,13,MEM,1610612763,Memphis Grizzlies,16,1,W
1492,21,5,32,19,7,0.368,90,37,0.411,21,11,0.524,2015-12-26,0021500443,MEM @ CHA,240,16,24,-6,92,48,22015,9,MEM,1610612763,Memphis Grizzlies,13,1,L
1498,21,6,37,19,5,0.263,83,37,0.446,21,17,0.81,2015-12-19,0021500402,MEM vs. IND,240,9,20,12,96,46,22015,9,MEM,1610612763,Memphis Grizzlies,11,1,W
1534,20,4,37,21,7,0.333,86,37,0.43,37,29,0.784,2015-11-24,0021500211,MEM vs. DAL,240,5,24,14,110,42,22015,12,MEM,1610612763,Memphis Grizzlies,9,1,W
1542,23,4,22,17,12,0.706,84,37,0.44,39,36,0.923,2015-11-16,0021500155,MEM vs. OKC,240,12,22,8,122,34,22015,11,MEM,1610612763,Memphis Grizzlies,10,1,W
1557,20,5,29,20,7,0.35,77,37,0.481,21,15,0.714,2015-11-05,0021500074,MEM @ POR,240,7,14,-19,96,36,22015,4,MEM,1610612763,Memphis Grizzlies,10,1,L
1618,27,4,23,20,3,0.15,75,36,0.48,36,28,0.778,2016-02-29,0021500888,MEM @ DEN,240,4,16,7,103,27,22015,7,MEM,1610612763,Memphis Grizzlies,9,1,W
1649,21,6,33,21,6,0.286,72,36,0.5,29,24,0.828,2016-01-21,0021500642,MEM @ DEN,240,4,23,1,102,37,22015,7,MEM,1610612763,Memphis Grizzlies,13,1,W
1707,23,5,31,15,5,0.333,90,36,0.4,24,18,0.75,2015-12-06,0021500299,MEM vs. PHX,240,15,16,2,95,46,22015,8,MEM,1610612763,Memphis Grizzlies,13,1,W
1723,26,4,39,24,8,0.333,85,36,0.424,19,16,0.842,2015-11-20,0021500180,MEM vs. HOU,240,8,30,12,96,47,22015,16,MEM,1610612763,Memphis Grizzlies,12,1,W
1731,22,0,21,16,6,0.375,86,36,0.419,27,23,0.852,2015-11-13,0021500133,MEM vs. POR,240,14,21,1,101,35,22015,10,MEM,1610612763,Memphis Grizzlies,10,1,W
1757,16,1,25,20,5,0.25,86,35,0.407,14,9,0.643,2016-04-12,0021501216,MEM @ LAC,240,13,18,-26,84,38,22015,5,MEM,1610612763,Memphis Grizzlies,16,1,L
1761,17,1,27,22,7,0.318,87,35,0.402,22,16,0.727,2016-04-08,0021501185,MEM @ DAL,240,15,33,-10,93,42,22015,9,MEM,1610612763,Memphis Grizzlies,15,1,L
1803,20,4,23,18,5,0.278,79,35,0.443,33,29,0.879,2016-03-02,0021500902,MEM vs. SAC,240,14,23,6,104,37,22015,13,MEM,1610612763,Memphis Grizzlies,20,1,W
1835,27,3,29,19,8,0.421,75,35,0.467,30,23,0.767,2016-01-18,0021500618,MEM vs. NOP,240,11,25,2,101,40,22015,9,MEM,1610612763,Memphis Grizzlies,11,1,W
1845,21,4,30,21,7,0.333,90,35,0.389,24,17,0.708,2016-01-06,0021500534,MEM @ OKC,240,9,24,-18,94,39,22015,9,MEM,1610612763,Memphis Grizzlies,8,1,L
1847,21,3,35,15,3,0.2,91,35,0.385,26,18,0.692,2016-01-04,0021500519,MEM @ POR,240,17,19,13,91,52,22015,10,MEM,1610612763,Memphis Grizzlies,13,1,W
1883,20,1,32,30,12,0.4,80,35,0.438,21,19,0.905,2015-11-27,0021500233,MEM vs. ATL,240,5,25,-15,101,37,22015,3,MEM,1610612763,Memphis Grizzlies,14,1,L
1900,21,3,30,11,2,0.182,80,35,0.438,29,20,0.69,2015-11-09,0021500105,MEM @ LAC,240,10,28,-2,92,40,22015,11,MEM,1610612763,Memphis Grizzlies,14,1,L
1934,16,3,29,13,3,0.231,92,34,0.37,17,15,0.882,2016-03-17,0021501017,MEM @ MIL,240,18,19,-10,86,47,22015,8,MEM,1610612763,Memphis Grizzlies,16,1,L
2004,19,7,34,13,4,0.308,81,34,0.42,27,20,0.741,2015-11-29,0021500251,MEM vs. PHI,240,15,18,8,92,49,22015,11,MEM,1610612763,Memphis Grizzlies,26,1,W
