,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
0,0,2,3,0,0,0.0,8,7,0.875,3,3,1.0,"APR 12, 2016",0021501215,OKC @ SAS,38,6,5,-4,17,203500,9,22015,0,2,1,L,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
1,2,1,8,0,0,0.0,9,6,0.667,5,1,0.2,"APR 11, 2016",0021501209,OKC vs. LAL,25,7,2,30,13,203500,15,22015,2,0,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
2,1,1,5,0,0,0.0,4,2,0.5,4,2,0.5,"APR 09, 2016",0021501193,OKC @ SAC,25,3,4,1,6,203500,8,22015,1,1,1,L,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
3,1,0,5,0,0,0.0,7,4,0.571,2,1,0.5,"APR 06, 2016",0021501171,OKC @ POR,23,7,2,-20,9,203500,12,22015,0,1,1,L,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
4,1,0,2,0,0,0.0,5,2,0.4,1,1,1.0,"APR 05, 2016",0021501160,OKC @ DEN,22,1,4,20,5,203500,3,22015,0,1,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
5,3,2,6,0,0,0.0,8,3,0.375,2,0,0.0,"APR 03, 2016",0021501145,OKC @ HOU,31,3,1,-3,6,203500,9,22015,0,1,1,L,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
6,0,1,2,0,0,0.0,7,6,0.857,3,1,0.333,"MAR 31, 2016",0021501126,OKC vs. LAC,30,4,2,2,13,203500,6,22015,1,2,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
7,1,3,4,0,0,0.0,6,3,0.5,2,1,0.5,"MAR 29, 2016",0021501110,OKC @ DET,35,1,4,-2,7,203500,5,22015,3,3,1,L,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
8,2,1,6,0,0,0.0,5,3,0.6,5,4,0.8,"MAR 28, 2016",0021501098,OKC @ TOR,28,3,5,33,10,203500,9,22015,0,1,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
9,1,0,3,0,0,0.0,5,4,0.8,2,1,0.5,"MAR 26, 2016",0021501088,OKC vs. SAS,27,3,3,30,9,203500,6,22015,1,3,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
10,0,0,5,0,0,0.0,11,7,0.636,0,0,0.0,"MAR 24, 2016",0021501071,OKC vs. UTA,22,2,0,18,14,203500,7,22015,1,1,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
11,0,2,0,0,0,0.0,4,3,0.75,3,2,0.667,"MAR 22, 2016",0021501054,OKC vs. HOU,26,3,2,-3,8,203500,3,22015,2,1,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
12,1,0,1,0,0,0.0,6,5,0.833,2,1,0.5,"MAR 19, 2016",0021501031,OKC @ IND,26,1,2,-9,11,203500,2,22015,3,0,1,W,Steven Adams,"Adams, Steven",2013,Y,203500,steven_adams,1,OKC,Oklahoma City,thunder,1610612760,Thunder,2015
