,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,GAME_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,REB,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,VIDEO_AVAILABLE,WL
219,30,3,31,31,11,0.355,89,45,0.506,20,13,0.65,2016-01-25,0021500667,CLE vs. MIN,240,12,18,7,114,43,22015,7,CLE,1610612739,Cleveland Cavaliers,15,1,W
248,29,0,34,26,10,0.385,88,45,0.511,12,8,0.667,2015-11-06,0021500078,CLE vs. PHI,240,11,20,6,108,45,22015,9,CLE,1610612739,Cleveland Cavaliers,17,1,W
293,22,3,35,22,7,0.318,88,44,0.5,23,16,0.696,2016-02-01,0021500721,CLE @ IND,265,10,19,5,111,45,22015,8,CLE,1610612739,Cleveland Cavaliers,16,1,W
422,23,5,33,27,13,0.481,81,43,0.531,29,26,0.897,2016-01-08,0021500543,CLE @ MIN,240,10,19,26,125,43,22015,8,CLE,1610612739,Cleveland Cavaliers,12,1,W
459,34,3,33,35,18,0.514,81,43,0.531,22,13,0.591,2015-11-23,0021500203,CLE vs. ORL,240,8,15,14,117,41,22015,5,CLE,1610612739,Cleveland Cavaliers,10,1,W
510,27,4,32,30,10,0.333,82,42,0.512,34,26,0.765,2016-03-05,0021500922,CLE vs. BOS,240,15,21,17,120,47,22015,8,CLE,1610612739,Cleveland Cavaliers,15,1,W
512,24,5,39,27,12,0.444,90,42,0.467,16,12,0.75,2016-03-04,0021500917,CLE vs. WAS,240,8,19,25,108,47,22015,9,CLE,1610612739,Cleveland Cavaliers,9,1,W
528,21,8,41,24,7,0.292,91,42,0.462,17,15,0.882,2016-02-18,0021500803,CLE vs. CHI,240,11,22,11,106,52,22015,8,CLE,1610612739,Cleveland Cavaliers,11,1,W
543,29,2,33,28,13,0.464,83,42,0.506,24,18,0.75,2016-01-21,0021500640,CLE vs. LAC,240,14,31,13,115,47,22015,5,CLE,1610612739,Cleveland Cavaliers,15,1,W
603,28,9,36,22,8,0.364,81,42,0.519,20,15,0.75,2015-11-02,0021500046,CLE @ PHI,240,7,19,7,107,43,22015,5,CLE,1610612739,Cleveland Cavaliers,16,1,W
625,30,8,39,36,18,0.5,75,41,0.547,10,9,0.9,2016-04-05,0021501159,CLE @ MIL,240,2,14,29,109,41,22015,4,CLE,1610612739,Cleveland Cavaliers,16,1,W
650,23,4,40,37,18,0.486,84,41,0.488,20,14,0.7,2016-03-13,0021500983,CLE @ LAC,240,9,19,24,114,49,22015,3,CLE,1610612739,Cleveland Cavaliers,10,1,W
679,25,1,36,23,10,0.435,80,41,0.513,27,23,0.852,2016-02-21,0021500824,CLE @ OKC,240,13,21,23,115,49,22015,4,CLE,1610612739,Cleveland Cavaliers,13,1,W
713,25,4,29,33,17,0.515,74,41,0.554,26,23,0.885,2016-01-04,0021500511,CLE vs. TOR,240,11,22,22,122,40,22015,6,CLE,1610612739,Cleveland Cavaliers,14,1,W
729,29,1,26,29,12,0.414,88,41,0.466,13,10,0.769,2015-12-17,0021500384,CLE vs. OKC,240,16,22,4,104,42,22015,6,CLE,1610612739,Cleveland Cavaliers,18,1,W
738,28,0,36,21,11,0.524,72,41,0.569,27,18,0.667,2015-12-11,0021500334,CLE @ ORL,240,9,19,35,111,45,22015,12,CLE,1610612739,Cleveland Cavaliers,19,1,W
750,27,8,40,29,11,0.379,85,41,0.482,19,16,0.842,2015-11-21,0021500191,CLE vs. ATL,240,11,22,12,109,51,22015,4,CLE,1610612739,Cleveland Cavaliers,14,1,W
772,29,2,42,29,13,0.448,84,41,0.488,17,11,0.647,2015-10-28,0021500011,CLE @ MEM,240,12,25,30,106,54,22015,7,CLE,1610612739,Cleveland Cavaliers,19,1,W
776,17,4,38,29,11,0.379,83,40,0.482,20,18,0.9,2016-04-11,0021501203,CLE vs. ATL,240,9,14,15,109,47,22015,9,CLE,1610612739,Cleveland Cavaliers,15,1,W
793,29,8,25,34,10,0.294,83,40,0.482,27,23,0.852,2016-03-23,0021501059,CLE vs. MIL,240,17,17,9,113,42,22015,6,CLE,1610612739,Cleveland Cavaliers,15,1,W
800,19,3,23,24,10,0.417,76,40,0.526,13,11,0.846,2016-03-19,0021501033,CLE @ MIA,240,3,22,-21,101,26,22015,6,CLE,1610612739,Cleveland Cavaliers,14,1,L
876,28,4,29,44,17,0.386,97,40,0.412,16,13,0.813,2016-01-12,0021500575,CLE @ DAL,265,17,21,3,110,46,22015,12,CLE,1610612739,Cleveland Cavaliers,10,1,W
896,25,6,34,25,11,0.44,85,40,0.471,21,17,0.81,2015-12-20,0021500405,CLE vs. PHI,240,6,19,22,108,40,22015,11,CLE,1610612739,Cleveland Cavaliers,12,1,W
911,18,4,24,21,9,0.429,79,40,0.506,20,16,0.8,2015-12-08,0021500313,CLE vs. POR,240,6,18,5,105,30,22015,10,CLE,1610612739,Cleveland Cavaliers,9,1,W
935,29,2,30,24,11,0.458,71,40,0.563,30,24,0.8,2015-11-19,0021500176,CLE vs. MIL,240,13,24,15,115,43,22015,3,CLE,1610612739,Cleveland Cavaliers,17,1,W
974,27,6,46,38,12,0.316,98,39,0.398,31,20,0.645,2016-04-01,0021501131,CLE @ ATL,265,11,23,2,110,57,22015,9,CLE,1610612739,Cleveland Cavaliers,12,1,W
983,22,2,34,38,10,0.263,89,39,0.438,9,7,0.778,2016-03-24,0021501069,CLE @ BKN,240,11,20,-9,95,45,22015,3,CLE,1610612739,Cleveland Cavaliers,15,1,L
1000,21,4,35,37,10,0.27,88,39,0.443,13,11,0.846,2016-03-16,0021501005,CLE vs. DAL,240,13,19,1,99,48,22015,9,CLE,1610612739,Cleveland Cavaliers,16,1,W
1007,17,1,36,44,13,0.295,90,39,0.433,35,29,0.829,2016-03-09,0021500957,CLE @ SAC,240,15,21,9,120,51,22015,5,CLE,1610612739,Cleveland Cavaliers,14,1,W
1041,21,6,39,41,14,0.341,90,39,0.433,7,7,1.0,2016-02-06,0021500763,CLE vs. NOP,240,10,17,15,99,49,22015,6,CLE,1610612739,Cleveland Cavaliers,14,1,W
1055,20,1,37,23,9,0.391,83,39,0.47,29,27,0.931,2016-01-29,0021500699,CLE @ DET,240,10,25,8,114,47,22015,4,CLE,1610612739,Cleveland Cavaliers,8,1,W
1115,18,1,31,33,10,0.303,89,39,0.438,24,20,0.833,2015-12-04,0021500288,CLE @ NOP,265,12,26,-6,108,43,22015,8,CLE,1610612739,Cleveland Cavaliers,14,1,L
1152,25,4,35,25,6,0.24,86,39,0.453,21,18,0.857,2015-10-30,0021500021,CLE vs. MIA,240,14,19,10,102,49,22015,4,CLE,1610612739,Cleveland Cavaliers,11,1,W
1166,29,7,41,38,12,0.316,87,38,0.437,24,19,0.792,2016-03-31,0021501122,CLE vs. BKN,240,9,17,20,107,50,22015,10,CLE,1610612739,Cleveland Cavaliers,17,1,W
1180,23,4,32,28,13,0.464,76,38,0.5,27,20,0.741,2016-03-18,0021501020,CLE @ ORL,240,9,21,6,109,41,22015,7,CLE,1610612739,Cleveland Cavaliers,19,1,W
1222,16,5,25,28,10,0.357,83,38,0.458,14,11,0.786,2016-02-03,0021500735,CLE @ CHA,240,3,19,-9,97,28,22015,9,CLE,1610612739,Cleveland Cavaliers,8,1,L
1243,15,2,34,26,10,0.385,82,38,0.463,11,9,0.818,2016-01-14,0021500590,CLE @ SAS,240,9,23,-4,95,43,22015,4,CLE,1610612739,Cleveland Cavaliers,18,1,L
1263,17,3,35,22,4,0.182,86,38,0.442,22,13,0.591,2015-12-29,0021500473,CLE @ DEN,240,9,16,6,93,44,22015,12,CLE,1610612739,Cleveland Cavaliers,12,1,W
1323,21,2,37,33,11,0.333,80,38,0.475,20,12,0.6,2015-11-17,0021500160,CLE @ DET,240,3,25,-5,99,40,22015,8,CLE,1610612739,Cleveland Cavaliers,14,1,L
1334,25,4,37,24,8,0.333,83,38,0.458,25,17,0.68,2015-11-08,0021500094,CLE vs. IND,240,11,20,4,101,48,22015,5,CLE,1610612739,Cleveland Cavaliers,10,1,W
1349,26,7,39,29,9,0.31,94,38,0.404,17,10,0.588,2015-10-27,0021500002,CLE @ CHI,240,11,21,-2,95,50,22015,5,CLE,1610612739,Cleveland Cavaliers,11,1,L
1380,21,5,38,34,14,0.412,83,37,0.446,25,19,0.76,2016-03-26,0021501086,CLE @ NYK,240,15,23,14,107,53,22015,6,CLE,1610612739,Cleveland Cavaliers,11,1,W
1452,21,6,32,30,8,0.267,87,37,0.425,35,21,0.6,2016-02-05,0021500755,CLE vs. BOS,240,15,25,-1,103,47,22015,8,CLE,1610612739,Cleveland Cavaliers,15,1,L
1463,22,4,28,19,7,0.368,77,37,0.481,25,17,0.68,2016-01-18,0021500622,CLE vs. GSW,240,8,25,-34,98,36,22015,3,CLE,1610612739,Cleveland Cavaliers,16,1,L
1544,21,8,40,38,14,0.368,91,37,0.407,27,17,0.63,2015-11-14,0021500141,CLE @ MIL,290,14,24,-3,105,54,22015,6,CLE,1610612739,Cleveland Cavaliers,21,1,L
1553,24,6,24,24,11,0.458,74,37,0.5,43,33,0.767,2015-11-10,0021500106,CLE vs. UTA,240,11,21,4,118,35,22015,9,CLE,1610612739,Cleveland Cavaliers,17,1,W
1575,24,5,30,40,19,0.475,83,36,0.434,18,11,0.611,2016-04-09,0021501191,CLE @ CHI,240,12,18,-3,102,42,22015,5,CLE,1610612739,Cleveland Cavaliers,16,1,L
1610,23,7,36,29,7,0.241,80,36,0.45,29,24,0.828,2016-03-07,0021500938,CLE vs. MEM,240,13,22,-3,103,49,22015,9,CLE,1610612739,Cleveland Cavaliers,25,1,L
1652,15,3,39,17,5,0.294,77,36,0.468,20,14,0.7,2016-01-20,0021500631,CLE @ BKN,240,6,13,13,91,45,22015,6,CLE,1610612739,Cleveland Cavaliers,13,1,W
1694,17,7,40,23,8,0.348,78,36,0.462,10,9,0.9,2015-12-15,0021500367,CLE @ BOS,240,6,17,12,89,46,22015,5,CLE,1610612739,Cleveland Cavaliers,16,1,W
1720,22,2,33,29,14,0.483,82,36,0.439,16,13,0.813,2015-11-25,0021500219,CLE @ TOR,240,9,20,-4,99,42,22015,4,CLE,1610612739,Cleveland Cavaliers,10,1,L
1763,15,3,26,29,8,0.276,74,35,0.473,34,31,0.912,2016-04-06,0021501165,CLE @ IND,240,7,19,-14,109,33,22015,7,CLE,1610612739,Cleveland Cavaliers,10,1,L
1789,18,3,26,43,10,0.233,88,35,0.398,8,5,0.625,2016-03-14,0021500994,CLE @ UTA,240,13,16,-9,85,39,22015,6,CLE,1610612739,Cleveland Cavaliers,8,1,L
1804,22,2,31,29,9,0.31,83,35,0.422,25,21,0.84,2016-02-29,0021500884,CLE vs. IND,240,9,15,4,100,40,22015,4,CLE,1610612739,Cleveland Cavaliers,13,1,W
1806,21,0,29,24,12,0.5,74,35,0.473,21,15,0.714,2016-02-26,0021500864,CLE @ TOR,240,10,26,-2,97,39,22015,4,CLE,1610612739,Cleveland Cavaliers,14,1,L
1830,17,5,32,24,4,0.167,94,35,0.372,22,9,0.409,2016-01-23,0021500659,CLE vs. CHI,240,16,18,-13,83,48,22015,5,CLE,1610612739,Cleveland Cavaliers,4,1,L
1841,20,2,38,32,9,0.281,90,35,0.389,23,16,0.696,2016-01-10,0021500559,CLE @ PHI,240,13,16,10,95,51,22015,9,CLE,1610612739,Cleveland Cavaliers,11,1,W
1881,20,11,37,27,9,0.333,87,35,0.402,17,11,0.647,2015-11-28,0021500240,CLE vs. BKN,240,12,19,2,90,49,22015,9,CLE,1610612739,Cleveland Cavaliers,20,2,W
1951,19,2,35,26,8,0.308,79,34,0.43,13,12,0.923,2016-02-22,0021500833,CLE vs. DET,240,5,21,-8,88,40,22015,8,CLE,1610612739,Cleveland Cavaliers,18,1,L
1973,19,6,32,35,8,0.229,87,34,0.391,23,15,0.652,2016-01-15,0021500601,CLE @ HOU,240,17,24,14,91,49,22015,10,CLE,1610612739,Cleveland Cavaliers,15,1,W
1984,24,1,41,37,12,0.324,82,34,0.415,39,24,0.615,2016-01-02,0021500499,CLE vs. ORL,240,12,17,25,104,53,22015,6,CLE,1610612739,Cleveland Cavaliers,7,1,W
2007,17,2,38,25,8,0.32,81,34,0.42,25,19,0.76,2015-11-27,0021500227,CLE @ CHA,240,12,22,5,95,50,22015,3,CLE,1610612739,Cleveland Cavaliers,16,1,W
2099,21,8,27,41,17,0.415,71,33,0.465,25,18,0.72,2015-12-28,0021500466,CLE @ PHX,240,10,18,4,101,37,22015,8,CLE,1610612739,Cleveland Cavaliers,17,1,W
2136,12,1,37,28,6,0.214,78,33,0.423,31,18,0.581,2015-11-13,0021500130,CLE @ NYK,240,12,19,6,90,49,22015,6,CLE,1610612739,Cleveland Cavaliers,12,1,W
2143,21,2,39,27,7,0.259,83,33,0.398,32,23,0.719,2015-11-04,0021500063,CLE vs. NYK,240,9,12,10,96,48,22015,5,CLE,1610612739,Cleveland Cavaliers,13,1,W
2189,20,2,33,29,9,0.31,80,32,0.4,30,26,0.867,2016-02-28,0021500877,CLE @ WAS,240,6,26,-14,99,39,22015,6,CLE,1610612739,Cleveland Cavaliers,14,1,L
2222,23,4,34,22,5,0.227,83,32,0.386,25,22,0.88,2015-12-23,0021500424,CLE vs. NYK,240,14,15,7,91,48,22015,6,CLE,1610612739,Cleveland Cavaliers,8,1,W
2260,21,5,28,40,14,0.35,86,31,0.36,28,24,0.857,2016-03-29,0021501111,CLE vs. HOU,240,10,31,-6,100,38,22015,5,CLE,1610612739,Cleveland Cavaliers,13,1,L
2301,14,1,25,28,6,0.214,85,31,0.365,24,16,0.667,2015-12-05,0021500291,CLE @ MIA,240,11,26,-15,84,36,22015,8,CLE,1610612739,Cleveland Cavaliers,15,1,L
2352,12,4,38,30,5,0.167,95,30,0.316,25,18,0.72,2015-12-25,0021500438,CLE @ GSW,240,17,22,-6,83,55,22015,6,CLE,1610612739,Cleveland Cavaliers,11,1,L
2424,21,2,33,31,11,0.355,77,28,0.364,15,9,0.6,2015-12-26,0021500453,CLE @ POR,240,9,20,-29,76,42,22015,4,CLE,1610612739,Cleveland Cavaliers,17,1,L
2429,15,3,37,30,9,0.3,83,28,0.337,23,20,0.87,2015-12-01,0021500262,CLE vs. WAS,240,10,18,-12,85,47,22015,8,CLE,1610612739,Cleveland Cavaliers,19,1,L
49,34,4,44,27,11,0.407,86,48,0.558,27,22,0.815,2016-04-10,0021501199,IND vs. BKN,240,14,22,24,129,58,22015,10,IND,1610612754,Indiana Pacers,20,1,W
72,27,6,24,20,9,0.45,82,48,0.585,30,21,0.7,2016-01-17,0021500613,IND @ DEN,240,9,29,-3,126,33,22015,10,IND,1610612754,Indiana Pacers,15,1,L
123,28,5,31,30,15,0.5,91,47,0.516,23,14,0.609,2015-11-21,0021500190,IND vs. MIL,240,11,13,37,123,42,22015,15,IND,1610612754,Indiana Pacers,14,1,W
145,22,4,34,15,3,0.2,91,46,0.505,16,13,0.813,2016-02-24,0021500846,IND vs. NYK,240,9,19,3,108,43,22015,8,IND,1610612754,Indiana Pacers,8,1,W
183,25,1,29,31,16,0.516,80,45,0.563,22,17,0.773,2016-04-06,0021501165,IND vs. CLE,240,9,24,14,123,38,22015,9,IND,1610612754,Indiana Pacers,14,1,W
259,27,4,42,23,8,0.348,84,44,0.524,23,19,0.826,2016-04-02,0021501138,IND @ PHI,240,6,24,13,115,48,22015,9,IND,1610612754,Indiana Pacers,14,1,W
291,23,5,34,24,12,0.5,88,44,0.5,17,14,0.824,2016-02-03,0021500738,IND @ BKN,240,10,20,14,114,44,22015,11,IND,1610612754,Indiana Pacers,15,1,W
295,26,10,35,27,9,0.333,100,44,0.44,16,12,0.75,2016-01-30,0021500709,IND vs. DEN,265,14,22,4,109,49,22015,6,IND,1610612754,Indiana Pacers,15,1,W
302,22,4,29,17,3,0.176,95,44,0.463,27,19,0.704,2016-01-22,0021500652,IND @ GSW,240,15,20,-12,110,44,22015,11,IND,1610612754,Indiana Pacers,13,1,L
323,23,3,28,33,14,0.424,100,44,0.44,26,21,0.808,2015-12-08,0021500314,IND vs. GSW,240,16,18,-8,123,44,22015,8,IND,1610612754,Indiana Pacers,16,1,L
331,25,0,34,26,19,0.731,80,44,0.55,23,16,0.696,2015-11-24,0021500209,IND @ WAS,240,7,18,17,123,41,22015,11,IND,1610612754,Indiana Pacers,20,1,W
393,24,7,27,27,8,0.296,101,43,0.426,14,12,0.857,2016-02-01,0021500721,IND vs. CLE,265,17,23,-5,106,44,22015,11,IND,1610612754,Indiana Pacers,16,1,L
419,33,5,34,31,9,0.29,90,43,0.478,10,8,0.8,2016-01-10,0021500561,IND @ HOU,265,5,21,-4,103,39,22015,12,IND,1610612754,Indiana Pacers,18,1,L
446,28,4,42,29,11,0.379,89,43,0.483,17,10,0.588,2015-12-16,0021500371,IND vs. DAL,240,5,17,26,107,47,22015,9,IND,1610612754,Indiana Pacers,8,1,W
587,28,8,32,27,12,0.444,92,42,0.457,20,16,0.8,2015-11-18,0021500167,IND @ PHI,240,16,17,27,112,48,22015,18,IND,1610612754,Indiana Pacers,19,1,W
614,26,3,33,19,6,0.316,80,41,0.513,20,14,0.7,2016-04-12,0021501212,IND vs. NYK,240,8,10,12,102,41,22015,10,IND,1610612754,Indiana Pacers,14,1,W
640,25,6,35,26,9,0.346,87,41,0.471,20,13,0.65,2016-03-27,0021501093,IND vs. HOU,240,15,23,3,104,50,22015,9,IND,1610612754,Indiana Pacers,13,1,W
676,26,6,39,24,9,0.375,82,41,0.5,21,14,0.667,2016-02-21,0021500828,IND @ ORL,240,5,25,3,105,44,22015,7,IND,1610612754,Indiana Pacers,21,1,W
686,21,1,33,11,6,0.545,76,41,0.539,29,24,0.828,2016-02-06,0021500762,IND vs. DET,240,8,25,8,112,41,22015,7,IND,1610612754,Indiana Pacers,16,1,W
705,25,5,33,24,10,0.417,79,41,0.519,31,24,0.774,2016-01-12,0021500569,IND vs. PHX,240,8,21,19,116,41,22015,13,IND,1610612754,Indiana Pacers,13,1,W
715,27,6,28,30,13,0.433,82,41,0.5,26,21,0.808,2015-12-31,0021500484,IND vs. MIL,240,7,25,-4,116,35,22015,9,IND,1610612754,Indiana Pacers,20,1,L
721,20,4,32,32,12,0.375,89,41,0.461,20,12,0.6,2015-12-23,0021500425,IND vs. SAC,240,6,16,-2,106,38,22015,14,IND,1610612754,Indiana Pacers,11,1,L
735,14,3,34,22,10,0.455,86,41,0.477,16,14,0.875,2015-12-14,0021500357,IND vs. TOR,240,10,21,16,106,44,22015,8,IND,1610612754,Indiana Pacers,14,1,W
737,17,2,28,16,3,0.188,82,41,0.5,18,11,0.611,2015-12-12,0021500346,IND @ DET,240,5,16,-22,96,33,22015,7,IND,1610612754,Indiana Pacers,16,1,L
759,23,5,28,25,10,0.4,86,41,0.477,23,15,0.652,2015-11-13,0021500127,IND vs. MIN,240,12,9,4,107,40,22015,9,IND,1610612754,Indiana Pacers,11,1,W
801,28,2,26,22,9,0.409,83,40,0.482,30,22,0.733,2016-03-19,0021501031,IND vs. OKC,240,8,18,-4,111,34,22015,11,IND,1610612754,Indiana Pacers,12,1,L
831,21,5,33,14,3,0.214,93,40,0.43,25,19,0.76,2016-02-28,0021500880,IND vs. POR,240,19,17,-9,102,52,22015,7,IND,1610612754,Indiana Pacers,9,1,L
842,19,4,27,18,4,0.222,92,40,0.435,15,11,0.733,2016-02-10,0021500789,IND vs. CHA,240,12,14,-22,95,39,22015,7,IND,1610612754,Indiana Pacers,11,1,L
890,25,2,29,26,9,0.346,80,40,0.5,14,13,0.929,2015-12-26,0021500448,IND @ MIN,240,10,13,14,102,39,22015,10,IND,1610612754,Indiana Pacers,23,1,W
916,17,2,32,29,12,0.414,93,40,0.43,34,27,0.794,2015-12-05,0021500297,IND @ UTA,265,12,34,-3,119,44,22015,10,IND,1610612754,Indiana Pacers,16,1,L
960,28,3,36,24,11,0.458,90,39,0.433,10,8,0.8,2016-04-13,0021501225,IND @ MIL,240,12,14,5,97,48,22015,8,IND,1610612754,Indiana Pacers,17,1,W
977,20,6,31,19,3,0.158,90,39,0.433,17,15,0.882,2016-03-29,0021501107,IND vs. CHI,240,13,16,-2,96,44,22015,9,IND,1610612754,Indiana Pacers,12,1,L
1002,18,7,34,12,5,0.417,84,39,0.464,28,20,0.714,2016-03-15,0021500997,IND vs. BOS,240,11,18,5,103,45,22015,9,IND,1610612754,Indiana Pacers,14,1,W
1031,27,8,35,22,9,0.409,88,39,0.443,22,14,0.636,2016-02-19,0021500812,IND @ OKC,240,10,14,3,101,45,22015,8,IND,1610612754,Indiana Pacers,13,1,W
1140,22,4,35,18,6,0.333,90,39,0.433,19,13,0.684,2015-11-08,0021500094,IND @ CLE,240,12,20,-4,97,47,22015,5,IND,1610612754,Indiana Pacers,7,1,L
1183,24,6,33,28,9,0.321,81,38,0.469,29,27,0.931,2016-03-12,0021500973,IND @ DAL,240,9,25,7,112,42,22015,10,IND,1610612754,Indiana Pacers,14,1,W
1197,28,6,37,20,10,0.5,80,38,0.475,26,18,0.692,2016-03-02,0021500903,IND @ MIL,240,12,23,5,104,49,22015,7,IND,1610612754,Indiana Pacers,16,1,W
1220,23,4,34,31,13,0.419,91,38,0.418,9,7,0.778,2016-02-05,0021500750,IND @ ATL,240,19,18,-6,96,53,22015,6,IND,1610612754,Indiana Pacers,20,1,L
1228,20,8,39,15,9,0.6,78,38,0.487,30,26,0.867,2016-01-28,0021500692,IND vs. ATL,240,10,17,19,111,49,22015,10,IND,1610612754,Indiana Pacers,18,1,W
1242,19,3,29,17,3,0.176,80,38,0.475,32,25,0.781,2016-01-15,0021500593,IND vs. WAS,240,6,12,-14,104,35,22015,9,IND,1610612754,Indiana Pacers,13,1,L
1268,9,3,29,26,7,0.269,87,38,0.437,18,10,0.556,2015-12-28,0021500459,IND vs. ATL,240,11,20,6,93,40,22015,16,IND,1610612754,Indiana Pacers,15,1,W
1278,21,3,35,19,7,0.368,90,38,0.422,15,9,0.6,2015-12-21,0021500416,IND @ SAS,240,13,15,-14,92,48,22015,5,IND,1610612754,Indiana Pacers,14,1,L
1300,18,3,26,30,13,0.433,88,38,0.432,24,22,0.917,2015-12-03,0021500281,IND @ POR,240,15,17,-12,111,41,22015,4,IND,1610612754,Indiana Pacers,12,1,L
1328,20,6,31,17,6,0.353,79,38,0.481,31,20,0.645,2015-11-11,0021500116,IND @ BOS,240,10,28,11,102,41,22015,9,IND,1610612754,Indiana Pacers,19,1,W
1340,21,5,30,23,7,0.304,88,38,0.432,12,11,0.917,2015-11-03,0021500054,IND @ DET,240,12,19,12,94,42,22015,15,IND,1610612754,Indiana Pacers,16,1,W
1359,22,7,24,27,8,0.296,83,37,0.446,20,16,0.8,2016-04-08,0021501183,IND @ TOR,240,9,28,-13,98,33,22015,7,IND,1610612754,Indiana Pacers,10,1,L
1385,24,4,25,24,11,0.458,77,37,0.481,30,25,0.833,2016-03-26,0021501082,IND @ BKN,240,6,26,-10,110,31,22015,15,IND,1610612754,Indiana Pacers,20,1,L
1411,14,4,32,21,7,0.333,83,37,0.446,20,19,0.95,2016-03-05,0021500924,IND @ WAS,240,10,28,1,100,42,22015,8,IND,1610612754,Indiana Pacers,12,1,W
1414,23,4,34,28,9,0.321,90,37,0.411,21,18,0.857,2016-03-04,0021500912,IND @ CHA,240,12,24,-7,101,46,22015,10,IND,1610612754,Indiana Pacers,10,1,L
1420,23,11,27,18,8,0.444,80,37,0.463,15,14,0.933,2016-02-29,0021500884,IND @ CLE,240,9,23,-4,96,36,22015,8,IND,1610612754,Indiana Pacers,12,1,L
1469,18,3,35,30,5,0.167,91,37,0.407,20,15,0.75,2016-01-13,0021500580,IND @ BOS,240,13,20,-9,94,48,22015,12,IND,1610612754,Indiana Pacers,20,1,L
1480,18,3,41,28,8,0.286,94,37,0.394,25,18,0.72,2016-01-04,0021500515,IND @ MIA,265,14,26,-3,100,55,22015,4,IND,1610612754,Indiana Pacers,11,1,L
1484,18,7,30,22,7,0.318,97,37,0.381,24,19,0.792,2015-12-30,0021500478,IND @ CHI,265,16,21,-2,100,46,22015,14,IND,1610612754,Indiana Pacers,13,1,L
1501,17,4,38,28,7,0.25,89,37,0.416,26,23,0.885,2015-12-18,0021500386,IND vs. BKN,240,14,15,7,104,52,22015,4,IND,1610612754,Indiana Pacers,11,1,W
1531,18,4,43,28,8,0.286,87,37,0.425,29,22,0.759,2015-11-27,0021500231,IND vs. CHI,240,8,18,12,104,51,22015,8,IND,1610612754,Indiana Pacers,13,1,W
1567,23,4,28,30,12,0.4,78,37,0.474,24,17,0.708,2015-10-29,0021500018,IND vs. MEM,240,10,22,-9,103,38,22015,7,IND,1610612754,Indiana Pacers,20,1,L
1587,18,4,32,19,7,0.368,86,36,0.419,21,15,0.714,2016-03-31,0021501123,IND vs. ORL,240,17,18,-20,94,49,22015,11,IND,1610612754,Indiana Pacers,19,1,L
1597,26,6,41,20,7,0.35,79,36,0.456,15,13,0.867,2016-03-24,0021501068,IND vs. NOP,240,3,12,8,92,44,22015,10,IND,1610612754,Indiana Pacers,14,1,W
1622,17,6,38,15,5,0.333,92,36,0.391,25,16,0.64,2016-02-22,0021500834,IND @ MIA,265,7,26,-8,93,45,22015,8,IND,1610612754,Indiana Pacers,13,1,L
