,COMMENT,EFG_PCT,FTA_RATE,GAME_ID,MIN,OPP_EFG_PCT,OPP_FTA_RATE,OPP_OREB_PCT,OPP_TOV_PCT,OREB_PCT,PLAYER_ID,PLAYER_NAME,START_POSITION,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TM_TOV_PCT
0,,0.595,0.293,0021501214,36:49,0.547,0.203,0.419,0.14,0.2,203917,Nik Stauskas,F,PHI,Philadelphia,1610612755,0.168
1,,0.548,0.238,0021501214,14:46,0.453,0.125,0.357,0.065,0.0,203924,Jerami Grant,F,PHI,Philadelphia,1610612755,0.147
2,,0.563,0.304,0021501214,34:13,0.603,0.191,0.429,0.163,0.194,203457,Nerlens Noel,C,PHI,Philadelphia,1610612755,0.148
3,,0.648,0.352,0021501214,34:25,0.485,0.215,0.406,0.183,0.222,203496,Robert Covington,G,PHI,Philadelphia,1610612755,0.151
4,,0.627,0.333,0021501214,33:36,0.529,0.159,0.433,0.153,0.192,202397,Ish Smith,G,PHI,Philadelphia,1610612755,0.171
5,,0.551,0.367,0021501214,30:43,0.582,0.148,0.385,0.127,0.143,203138,Hollis Thompson,,PHI,Philadelphia,1610612755,0.131
6,,0.391,0.313,0021501214,19:27,0.561,0.146,0.412,0.141,0.15,1626174,Christian Wood,,PHI,Philadelphia,1610612755,0.173
7,,0.474,0.368,0021501214,21:37,0.667,0.385,0.25,0.088,0.125,204456,TJ McConnell,,PHI,Philadelphia,1610612755,0.108
8,,0.404,0.308,0021501214,14:24,0.635,0.308,0.273,0.102,0.118,203088,Kendall Marshall,,PHI,Philadelphia,1610612755,0.098
9,DNP - Coach's Decision                  ,,,0021501214,,,,,,,1882,Elton Brand,,PHI,Philadelphia,1610612755,
10,DND - Left Shoulder Injury              ,,,0021501214,,,,,,,203477,Isaiah Canaan,,PHI,Philadelphia,1610612755,
11,DND - Right Achilles Strain             ,,,0021501214,,,,,,,1626158,Richaun Holmes,,PHI,Philadelphia,1610612755,
12,DND - Lower Back Soreness               ,,,0021501214,,,,,,,201171,Carl Landry,,PHI,Philadelphia,1610612755,
13,,0.558,0.169,0021501214,38:22,0.59,0.311,0.188,0.159,0.406,1626181,Norman Powell,F,TOR,Toronto,1610612761,0.147
14,,0.5,0.15,0021501214,21:04,0.706,0.206,0.188,0.15,0.294,2449,Luis Scola,F,TOR,Toronto,1610612761,0.193
15,,0.487,0.128,0021501214,17:10,0.457,0.478,0.143,0.213,0.563,202685,Jonas Valanciunas,C,TOR,Toronto,1610612761,0.157
16,,0.529,0.137,0021501214,22:20,0.438,0.406,0.1,0.164,0.524,201942,DeMar DeRozan,G,TOR,Toronto,1610612761,0.122
17,,0.5,0.121,0021501214,26:16,0.537,0.366,0.174,0.138,0.462,200768,Kyle Lowry,G,TOR,Toronto,1610612761,0.14
18,,0.882,0.118,0021501214,9:10,0.529,0.353,0.125,0.177,0.0,203512,Lucas Nogueira,,TOR,Toronto,1610612761,0.101
19,,0.649,0.324,0021501214,21:44,0.569,0.278,0.15,0.158,0.267,1626153,Delon Wright,,TOR,Toronto,1610612761,0.136
20,,0.643,0.167,0021501214,20:42,0.344,0.5,0.087,0.097,0.556,201960,DeMarre Carroll,,TOR,Toronto,1610612761,0.146
21,,0.558,0.385,0021501214,14:27,0.56,0.32,0.231,0.19,0.167,201574,Jason Thompson,,TOR,Toronto,1610612761,0.066
22,,0.561,0.286,0021501214,27:05,0.606,0.255,0.2,0.129,0.304,203082,Terrence Ross,,TOR,Toronto,1610612761,0.127
23,,0.487,0.308,0021501214,21:40,0.622,0.216,0.19,0.076,0.333,202687,Bismack Biyombo,,TOR,Toronto,1610612761,0.139
24,DNP - Coach's Decision                  ,,,0021501214,,,,,,,202709,Cory Joseph,,TOR,Toronto,1610612761,
25,DNP - Coach's Decision                  ,,,0021501214,,,,,,,202335,Patrick Patterson,,TOR,Toronto,1610612761,
