,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20160311/NOPMEM,2016-03-11T00:00:00,0021500967,5.0,3.0,Final,1610612763.0,,,,,,     ,5.0,Q5       - ,,,,,2015,,,,,,1610612740.0,1.0
0,,,,,,,,,,9.0,13.0,00,,,,,12.0,14.0,58.0,,,MEM,Memphis,1610612763.0,14.0,,
1,,,,,,,,,,9.0,13.0,00,,,,,11.0,17.0,54.0,,,NOP,New Orleans,1610612740.0,14.0,,
0,,2016-03-11T00:00:00,0021500967,,,,1610612763.0,0.0,4.0,,,,,,,,,,,,Memphis,,,,,1610612740.0,
