,GAMECODE,GAME_DATE_EST,GAME_ID,GAME_SEQUENCE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,HOME_TEAM_LOSSES,HOME_TEAM_WINS,LARGEST_LEAD,LEAD_CHANGES,LEAGUE_ID,LIVE_PC_TIME,LIVE_PERIOD,LIVE_PERIOD_TIME_BCAST,NATL_TV_BROADCASTER_ABBREVIATION,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,SEASON,SERIES_LEADER,TEAM_ABBREVIATION,TEAM_CITY,TEAM_ID,TIMES_TIED,VISITOR_TEAM_ID,WH_STATUS
0,20151208/GSWIND,2015-12-08T00:00:00,0021500314,2.0,3.0,Final,1610612754.0,,,,,,     ,4.0,Q4       - NBA TV,NBA TV,,,,2015,,,,,,1610612744.0,1.0
0,,,,,,,,,,32.0,3.0,00,,,,,11.0,15.0,54.0,,,GSW,Golden State,1610612744.0,0.0,,
1,,,,,,,,,,7.0,3.0,00,,,,,18.0,23.0,48.0,,,IND,Indiana,1610612754.0,0.0,,
0,,2015-12-08T00:00:00,0021500314,,,,1610612754.0,2.0,0.0,,,,,,,,,,,,Golden State,,,,,1610612744.0,
